Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.86
moral,0.77,0.72,0.4,0.07
verw,0.9,0.8,0.47,0.02
sparkont,1.0,1.0,0.99,0.84
beszeit,0.95,0.92,0.78,0.16
rate,0.9,0.9,0.69,0.28
famges,1.0,1.0,0.98,0.74
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.93,0.93,0.77,0.34
verm,1.0,1.0,0.99,0.86
weitkred,0.46,0.5,0.22,0.04
wohn,1.0,1.0,0.99,0.81
bishkred,0.64,0.57,0.3,0.02
beruf,0.72,0.7,0.39,0.03
pers,0.49,0.59,0.32,0.16
telef,0.95,0.96,0.9,0.63
gastarb,0.99,0.99,0.98,0.82
kredit,0.76,0.82,0.62,0.35
