36, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
24, Private, Some-college, Divorced, Sales, Other-relative, Other, Male,0,0,10, Iran, >50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, England, <=50K
52, Private, HS-grad, Divorced, Other-service, Husband, Other, Male,0,0,40, El-Salvador, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Husband, Other, Male,0,0,50, Trinadad&Tobago, <=50K
53, Private, 1st-4th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,54, El-Salvador, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
27, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,54, Yugoslavia, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, >50K
44, Local-gov, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Scotland, <=50K
42, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, Scotland, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Ireland, >50K
23, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,12, Nicaragua, >50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,38, Poland, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, Vietnam, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Columbia, >50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,44, Yugoslavia, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Jamaica, >50K
65, Private, Bachelors, Widowed, Exec-managerial, Husband, Black, Male,0,0,20, Yugoslavia, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, Jamaica, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,1976,40, Trinadad&Tobago, <=50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,35, China, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,30, El-Salvador, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,30, Dominican-Republic, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,35, Germany, <=50K
30, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,34, Canada, >50K
31, State-gov, Some-college, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,24, Yugoslavia, <=50K
35, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,15, Thailand, <=50K
23, Private, Some-college, Never-married, Tech-support, Other-relative, Amer-Indian-Eskimo, Female,0,0,44, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,10, El-Salvador, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Guatemala, <=50K
59, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,48, Guatemala, >50K
47, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
26, Self-emp-inc, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,50, Nicaragua, <=50K
34, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,50, Japan, >50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,99999,0,45, Japan, >50K
29, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, France, <=50K
30, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, White, Male,0,0,70, Laos, <=50K
34, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Poland, >50K
33, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,1902,45, England, >50K
51, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,50, Hong, <=50K
26, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
52, Self-emp-inc, Assoc-acdm, Widowed, Other-service, Wife, Black, Male,0,0,40, Japan, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
51, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
45, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, Other, Male,0,0,40, Cuba, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,70, Ecuador, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,9128,0,40, Outlying-US(Guam-USVI-etc), >50K
59, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,12, Jamaica, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
42, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1928,40, South, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
31, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,70, Canada, >50K
28, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,45, Yugoslavia, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,2444,0,40, Taiwan, >50K
33, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,25, Greece, <=50K
56, Private, HS-grad, Divorced, Other-service, Other-relative, White, Male,0,0,40, Philippines, <=50K
42, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,3857,0,40, Guatemala, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, Portugal, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, Jamaica, <=50K
33, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
49, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,40, France, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,3343,0,45, Germany, <=50K
27, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,60, Japan, >50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
31, Private, HS-grad, Divorced, Exec-managerial, Wife, Other, Female,0,0,35, Ecuador, <=50K
21, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,10, South, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
51, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, South, <=50K
37, Local-gov, 9th, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
42, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,44, Dominican-Republic, >50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,16, Ireland, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, <=50K
42, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,15024,0,40, Columbia, <=50K
