Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.9,0.87,0.69,0.12
moral,0.78,0.73,0.41,0.06
verw,0.9,0.77,0.46,0.01
sparkont,0.69,0.69,0.31,0.07
beszeit,0.95,0.93,0.78,0.16
rate,0.93,0.92,0.76,0.33
famges,0.76,0.74,0.44,0.1
buerge,0.32,0.41,0.14,0.06
wohnzeit,0.93,0.92,0.76,0.3
verm,0.98,0.98,0.93,0.52
weitkred,0.52,0.58,0.27,0.08
wohn,0.71,0.75,0.45,0.17
bishkred,0.66,0.58,0.33,0.01
beruf,0.72,0.69,0.39,0.02
pers,0.54,0.63,0.37,0.19
telef,0.97,0.98,0.94,0.71
gastarb,0.17,0.26,0.09,0.05
kredit,0.82,0.87,0.7,0.41
