,type,this_epoch,total_epochs,batch_num,loss
2,epoch,1,50,2,18176.053
5,epoch,2,50,2,16775.24
8,epoch,3,50,2,15950.057
11,epoch,4,50,2,15354.682
14,epoch,5,50,2,14327.412
17,epoch,6,50,2,12383.992
20,epoch,7,50,2,10445.117
23,epoch,8,50,2,8843.736
26,epoch,9,50,2,7995.3867
29,epoch,10,50,2,7092.717
32,epoch,11,50,2,5944.6177
35,epoch,12,50,2,5318.627
38,epoch,13,50,2,5088.213
41,epoch,14,50,2,4702.007
44,epoch,15,50,2,4155.6455
47,epoch,16,50,2,3708.4302
50,epoch,17,50,2,3431.6821
53,epoch,18,50,2,3251.106
56,epoch,19,50,2,2986.8066
59,epoch,20,50,2,2670.5156
62,epoch,21,50,2,2363.6396
65,epoch,22,50,2,2140.0757
68,epoch,23,50,2,1974.2997
71,epoch,24,50,2,1843.5651
74,epoch,25,50,2,1747.4341
77,epoch,26,50,2,1662.4375
80,epoch,27,50,2,1573.238
83,epoch,28,50,2,1454.8892
86,epoch,29,50,2,1342.0605
89,epoch,30,50,2,1242.1849
92,epoch,31,50,2,1173.6184
95,epoch,32,50,2,1123.7985
98,epoch,33,50,2,1064.4325
101,epoch,34,50,2,1007.82654
104,epoch,35,50,2,948.5444
107,epoch,36,50,2,894.9967
110,epoch,37,50,2,851.87115
113,epoch,38,50,2,823.15247
116,epoch,39,50,2,812.4144
119,epoch,40,50,2,874.0853
122,epoch,41,50,2,830.5144
125,epoch,42,50,2,816.7708
128,epoch,43,50,2,765.06006
131,epoch,44,50,2,755.6365
134,epoch,45,50,2,737.23505
137,epoch,46,50,2,702.7751
140,epoch,47,50,2,703.3285
143,epoch,48,50,2,688.0825
146,epoch,49,50,2,671.07544
149,epoch,50,50,2,662.87274
