value,frequency,column
 Private,0.7365410916324755,work_class
 Self-emp-not-inc,0.08616187989556136,work_class
 Local-gov,0.06494260019064196,work_class
 State-gov,0.040863690994239296,work_class
 Self-emp-inc,0.04036636412615525,work_class
 Federal-gov,0.030378382858800613,work_class
 Without-pay,0.0007459903021260724,work_class
 HS-grad,0.32454722533051517,education
 Some-college,0.22632516888391563,education
 Bachelors,0.17016867669609184,education
 Masters,0.05325541879066683,education
 Assoc-voc,0.044552198599195986,education
 Assoc-acdm,0.03518587591694641,education
 11th,0.03253346595383149,education
 10th,0.022131045629740147,education
 Prof-school,0.018898420987193833,education
 7th-8th,0.01798665506237308,education
 Doctorate,0.014215259646069046,education
 9th,0.012557503419122219,education
 12th,0.011894400928343487,education
 5th-6th,0.008744664097144516,education
 1st-4th,0.0051390443035351655,education
 Preschool,0.001864975755315181,education
 Married-civ-spouse,0.464130299639438,marital_status
 Never-married,0.3142691367234448,marital_status
 Divorced,0.16100957354221063,marital_status
 Widowed,0.038252724936798044,marital_status
 Separated,0.01748932819428903,marital_status
 Married-spouse-absent,0.004766049152472129,marital_status
 Married-AF-spouse,8.288781134734137e-05,marital_status
 Prof-specialty,0.13639189357205023,occupation
 Exec-managerial,0.1345683617224087,occupation
 Craft-repair,0.13162584441957811,occupation
 Adm-clerical,0.12279829251108625,occupation
 Sales,0.11977288739690828,occupation
 Other-service,0.10638650586431266,occupation
 Machine-op-inspct,0.06867255170127233,occupation
 Transport-moving,0.04931824775166812,occupation
 Handlers-cleaners,0.04600273529777446,occupation
 Farming-fishing,0.03369389531269427,occupation
 Tech-support,0.028140411952422395,occupation
 Protective-serv,0.019644411289319905,occupation
 Priv-house-serv,0.0028596294914832775,occupation
 Armed-Forces,0.00012433171702101205,occupation
 Husband,0.4129885200381284,relationship
 Not-in-family,0.2536367027228646,relationship
 Own-child,0.16395209084504123,relationship
 Unmarried,0.10916324754444859,relationship
 Wife,0.0388743835219031,relationship
 Other-relative,0.021385055327614075,relationship
 White,0.23150565709312446,race
 Asian-Pac-Islander,0.19449624932653653,race
 Black,0.1928384930995897,race
 Amer-Indian-Eskimo,0.19205105889178997,race
 Other,0.18910854158895934,race
 Female,0.5006009366322682,sex
 Male,0.49939906336773177,sex
 United-States,0.06075928381962865,native_country
 Puerto-Rico,0.026649535809018566,native_country
 Haiti,0.025986405835543767,native_country
 Japan,0.025986405835543767,native_country
 Guatemala,0.025240384615384616,native_country
 Italy,0.025074602122015916,native_country
 Philippines,0.025074602122015916,native_country
 Thailand,0.02495026525198939,native_country
 China,0.02478448275862069,native_country
 Honduras,0.024660145888594165,native_country
 England,0.024577254641909813,native_country
 Nicaragua,0.02453580901856764,native_country
 India,0.024452917771883288,native_country
 Yugoslavia,0.024328580901856765,native_country
 Outlying-US(Guam-USVI-etc),0.024287135278514588,native_country
 Cuba,0.024162798408488062,native_country
 Poland,0.024121352785145888,native_country
 Columbia,0.024121352785145888,native_country
 Ecuador,0.024079907161803714,native_country
 Jamaica,0.02403846153846154,native_country
 Taiwan,0.023997015915119362,native_country
 Scotland,0.023997015915119362,native_country
 Laos,0.023955570291777188,native_country
 Peru,0.023955570291777188,native_country
 Mexico,0.023831233421750662,native_country
 Germany,0.02378978779840849,native_country
 Hong,0.02358255968169761,native_country
 South,0.02358255968169761,native_country
 Hungary,0.023541114058355437,native_country
 El-Salvador,0.023499668435013263,native_country
 Canada,0.023499668435013263,native_country
 Iran,0.02329244031830239,native_country
 Vietnam,0.02325099469496021,native_country
 Portugal,0.023168103448275863,native_country
 France,0.02308521220159151,native_country
 Dominican-Republic,0.023002320954907163,native_country
 Trinadad&Tobago,0.023002320954907163,native_country
 Greece,0.022877984084880638,native_country
 Cambodia,0.022795092838196286,native_country
 Ireland,0.022422082228116712,native_country
 <=50K,0.7446640971445149,income
 >50K,0.2553359028554851,income
