Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.96,0.6
moral,0.8,0.76,0.44,0.07
verw,0.89,0.78,0.49,0.01
sparkont,0.95,0.95,0.79,0.34
beszeit,0.96,0.94,0.82,0.19
rate,0.91,0.91,0.71,0.3
famges,0.96,0.95,0.84,0.43
buerge,0.28,0.36,0.11,0.05
wohnzeit,0.93,0.93,0.77,0.34
verm,1.0,1.0,0.99,0.8
weitkred,0.51,0.57,0.26,0.07
wohn,0.95,0.96,0.86,0.49
bishkred,0.69,0.63,0.36,0.02
beruf,0.76,0.73,0.44,0.04
pers,0.61,0.69,0.43,0.23
telef,0.96,0.97,0.93,0.68
gastarb,0.85,0.89,0.74,0.44
kredit,0.84,0.88,0.73,0.43
