value,frequency,column
 Private,0.7373285258402752,work_class
 Self-emp-not-inc,0.08297069915868871,work_class
 Local-gov,0.06896265904098803,work_class
 State-gov,0.043640432674375236,work_class
 Self-emp-inc,0.03522731982262008,work_class
 Federal-gov,0.03141448050064238,work_class
 Without-pay,0.00045588296241037753,work_class
 HS-grad,0.3252103278212939,education
 Some-college,0.223258319864064,education
 Bachelors,0.1672676032989349,education
 Masters,0.05379418956442455,education
 Assoc-voc,0.04359898876870156,education
 11th,0.03514443201127274,education
 Assoc-acdm,0.03311368063326288,education
 10th,0.026855650876538604,education
 7th-8th,0.01856686974180447,education
 Prof-school,0.017323552571594347,education
 9th,0.014754030419826765,education
 Doctorate,0.012516059513448547,education
 12th,0.012474615607774877,education
 5th-6th,0.00965643002196527,education
 1st-4th,0.004931824775166811,education
 Preschool,0.0015334245099258154,education
 Married-civ-spouse,0.46454473869617474,marital_status
 Never-married,0.3242156740851258,marital_status
 Divorced,0.13871275228977578,marital_status
 Separated,0.03207758299142111,marital_status
 Widowed,0.027601641178664676,marital_status
 Married-spouse-absent,0.01206017655103817,marital_status
 Married-AF-spouse,0.0007874342077997431,marital_status
 Prof-specialty,0.13419536657134568,occupation
 Craft-repair,0.13328360064652492,occupation
 Exec-managerial,0.13071407849475736,occupation
 Adm-clerical,0.12453893654938042,occupation
 Sales,0.11832235069832982,occupation
 Other-service,0.10696672054374404,occupation
 Machine-op-inspct,0.06556425877574702,occupation
 Transport-moving,0.0525923162998881,occupation
 Handlers-cleaners,0.044676530316217,occupation
 Farming-fishing,0.03232624642546313,occupation
 Tech-support,0.029881055990716564,occupation
 Protective-serv,0.021882382195698123,occupation
 Priv-house-serv,0.004724605246798458,occupation
 Armed-Forces,0.0003315512453893655,occupation
 Husband,0.4109577686601185,relationship
 Not-in-family,0.2562062248746322,relationship
 Own-child,0.14919806042521447,relationship
 Unmarried,0.10729827178913341,relationship
 Wife,0.04703883293961623,relationship
 Other-relative,0.029300841311285176,relationship
 White,0.859173608520867,race
 Black,0.09366322682249575,race
 Asian-Pac-Islander,0.03017116333043226,race
 Amer-Indian-Eskimo,0.00969787392763894,race
 Other,0.0072941273985660405,race
 Male,0.6737121306311907,sex
 Female,0.3262878693688093,sex
 United-States,0.9119731443491235,native_country
 Mexico,0.020224625968751294,native_country
 Philippines,0.00605081022835592,native_country
 Germany,0.004393054001409093,native_country
 Puerto-Rico,0.0035227319822620086,native_country
 Cuba,0.0033984002652409965,native_country
 El-Salvador,0.0033984002652409965,native_country
 Canada,0.0031497368311989723,native_country
 India,0.0031082929255253017,native_country
 England,0.002693853868788595,native_country
 Jamaica,0.0025695221517675827,native_country
 China,0.0024037465290728996,native_country
 Dominican-Republic,0.0024037465290728996,native_country
 Vietnam,0.002362302623399229,native_country
 South,0.0023208587177255585,native_country
 Italy,0.0023208587177255585,native_country
 Japan,0.0019893074723361928,native_country
 Poland,0.0019478635666625222,native_country
 Guatemala,0.0019478635666625222,native_country
 Columbia,0.0018235318496415101,native_country
 Iran,0.0015334245099258154,native_country
 Taiwan,0.0014090927929048033,native_country
 Haiti,0.001326204981557462,native_country
 Nicaragua,0.0011604293588627793,native_country
 Portugal,0.0010360976418417672,native_country
 Peru,0.0009532098304944258,native_country
 Ecuador,0.0009117659248207551,native_country
 France,0.0009117659248207551,native_country
 Ireland,0.0008703220191470844,native_country
 Greece,0.0007874342077997431,native_country
 Thailand,0.0007045463964524016,native_country
 Cambodia,0.0006216585851050603,native_country
 Laos,0.0005802146794313896,native_country
 Yugoslavia,0.000538770773757719,native_country
 Trinadad&Tobago,0.000538770773757719,native_country
 Hong,0.0004973268680840482,native_country
 Scotland,0.00041443905673670687,native_country
 Outlying-US(Guam-USVI-etc),0.00041443905673670687,native_country
 Honduras,0.0003729951510630362,native_country
 Hungary,0.0003729951510630362,native_country
 Holand-Netherlands,4.1443905673670685e-05,native_country
 <=50K,0.7532429856189647,income
 >50K,0.24675701438103526,income
