Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.81,0.78,0.46,0.09
verw,0.89,0.77,0.46,0.01
sparkont,1.0,1.0,1.0,0.84
beszeit,0.96,0.95,0.83,0.24
rate,0.92,0.92,0.74,0.28
famges,1.0,1.0,0.99,0.76
buerge,0.28,0.36,0.11,0.04
wohnzeit,0.93,0.92,0.76,0.26
verm,1.0,1.0,0.99,0.78
weitkred,0.54,0.58,0.28,0.07
wohn,1.0,1.0,1.0,0.9
bishkred,0.67,0.61,0.34,0.03
beruf,0.64,0.64,0.31,0.02
pers,0.55,0.65,0.38,0.2
telef,0.97,0.98,0.94,0.69
gastarb,1.0,1.0,0.99,0.9
kredit,0.9,0.93,0.82,0.52
