value,frequency,column
4,0.39125,laufkont
1,0.28,laufkont
2,0.2725,laufkont
3,0.05625,laufkont
2,0.53,moral
4,0.29625,moral
3,0.08375,moral
1,0.05,moral
0,0.04,moral
3,0.27375,verw
0,0.2275,verw
2,0.19125,verw
1,0.11125,verw
9,0.09,verw
6,0.0525,verw
5,0.0225,verw
10,0.01375,verw
8,0.00875,verw
4,0.00875,verw
1,0.60125,sparkont
5,0.16875,sparkont
2,0.11,sparkont
3,0.0675,sparkont
4,0.0525,sparkont
3,0.325,beszeit
5,0.255,beszeit
4,0.185,beszeit
2,0.17625,beszeit
1,0.05875,beszeit
4,0.46375,rate
2,0.235,rate
3,0.16375,rate
1,0.1375,rate
3,0.5525,famges
2,0.30625,famges
4,0.0925,famges
1,0.04875,famges
1,0.9075,buerge
3,0.04625,buerge
2,0.04625,buerge
4,0.42,wohnzeit
2,0.29875,wohnzeit
3,0.155,wohnzeit
1,0.12625,wohnzeit
3,0.34125,verm
1,0.265,verm
2,0.24,verm
4,0.15375,verm
3,0.82125,weitkred
1,0.135,weitkred
2,0.04375,weitkred
2,0.7125,wohn
1,0.18125,wohn
3,0.10625,wohn
1,0.64,bishkred
2,0.33,bishkred
3,0.025,bishkred
4,0.005,bishkred
3,0.6425,beruf
2,0.1925,beruf
4,0.1425,beruf
1,0.0225,beruf
2,0.855,pers
1,0.145,pers
1,0.59,telef
2,0.41,telef
2,0.96125,gastarb
1,0.03875,gastarb
1,0.68,kredit
0,0.32,kredit
