Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.76
moral,0.8,0.76,0.44,0.05
verw,0.9,0.8,0.49,0.01
sparkont,1.0,1.0,0.99,0.82
beszeit,0.95,0.93,0.78,0.19
rate,0.91,0.91,0.7,0.31
famges,1.0,1.0,0.98,0.73
buerge,0.32,0.4,0.13,0.06
wohnzeit,0.94,0.93,0.79,0.32
verm,1.0,1.0,0.99,0.82
weitkred,0.54,0.58,0.28,0.07
wohn,1.0,1.0,0.99,0.84
bishkred,0.66,0.59,0.33,0.02
beruf,0.72,0.7,0.39,0.03
pers,0.57,0.66,0.4,0.21
telef,0.97,0.98,0.94,0.71
gastarb,1.0,1.0,0.99,0.88
kredit,0.83,0.88,0.72,0.42
