value,frequency,column
4,0.45,laufkont
2,0.24125,laufkont
1,0.235,laufkont
3,0.07375,laufkont
2,0.52,moral
4,0.30875,moral
3,0.0925,moral
1,0.04,moral
0,0.03875,moral
3,0.26875,verw
0,0.2425,verw
2,0.175,verw
1,0.13,verw
9,0.095,verw
6,0.0375,verw
5,0.01875,verw
4,0.0125,verw
10,0.0125,verw
8,0.0075,verw
1,0.58875,sparkont
5,0.1875,sparkont
2,0.115,sparkont
3,0.0575,sparkont
4,0.05125,sparkont
3,0.3075,beszeit
5,0.2675,beszeit
2,0.1825,beszeit
4,0.18125,beszeit
1,0.06125,beszeit
4,0.46125,rate
2,0.25375,rate
1,0.14625,rate
3,0.13875,rate
3,0.5825,famges
2,0.3025,famges
4,0.0775,famges
1,0.0375,famges
1,0.915,buerge
3,0.0475,buerge
2,0.0375,buerge
4,0.43625,wohnzeit
2,0.30625,wohnzeit
3,0.13625,wohnzeit
1,0.12125,wohnzeit
3,0.31375,verm
1,0.245,verm
2,0.235,verm
4,0.20625,verm
3,0.8125,weitkred
1,0.14375,weitkred
2,0.04375,weitkred
2,0.69875,wohn
1,0.18875,wohn
3,0.1125,wohn
1,0.625,bishkred
2,0.33375,bishkred
3,0.035,bishkred
4,0.00625,bishkred
3,0.62875,beruf
2,0.185,beruf
4,0.16625,beruf
1,0.02,beruf
2,0.855,pers
1,0.145,pers
1,0.60125,telef
2,0.39875,telef
2,0.95875,gastarb
1,0.04125,gastarb
1,0.74875,kredit
0,0.25125,kredit
