Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.9,0.89,0.7,0.16
moral,0.78,0.73,0.41,0.07
verw,0.9,0.8,0.47,0.03
sparkont,0.75,0.74,0.37,0.09
beszeit,0.95,0.94,0.81,0.2
rate,0.91,0.91,0.72,0.3
famges,0.75,0.72,0.43,0.06
buerge,0.24,0.32,0.09,0.04
wohnzeit,0.91,0.9,0.72,0.28
verm,0.99,0.99,0.97,0.66
weitkred,0.48,0.53,0.23,0.05
wohn,0.7,0.74,0.43,0.16
bishkred,0.66,0.58,0.33,0.01
beruf,0.72,0.71,0.4,0.03
pers,0.5,0.6,0.33,0.17
telef,0.96,0.97,0.92,0.66
gastarb,0.16,0.25,0.09,0.04
kredit,0.75,0.81,0.6,0.34
