Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.96,0.61
moral,0.81,0.78,0.46,0.1
verw,0.89,0.78,0.46,0.0
sparkont,0.95,0.95,0.81,0.39
beszeit,0.95,0.94,0.8,0.22
rate,0.92,0.93,0.75,0.33
famges,0.95,0.94,0.82,0.39
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.94,0.93,0.79,0.34
verm,1.0,0.99,0.98,0.73
weitkred,0.55,0.6,0.29,0.08
wohn,0.95,0.95,0.85,0.45
bishkred,0.66,0.58,0.32,0.02
beruf,0.83,0.85,0.62,0.28
pers,0.64,0.72,0.47,0.25
telef,0.98,0.99,0.97,0.77
gastarb,0.85,0.89,0.73,0.44
kredit,0.85,0.89,0.74,0.45
