value,frequency,column
Male,0.8093598055105349,sex
Female,0.19064019448946515,sex
25 - 45,0.5690842787682334,age_cat
Less than 25,0.22042139384116693,age_cat
Greater than 45,0.21049432739059967,age_cat
African-American,0.5135737439222042,race
Caucasian,0.33812803889789306,race
Hispanic,0.08488654781199352,race
Other,0.05632090761750405,race
Asian,0.00526742301458671,race
Native American,0.0018233387358184765,race
F,0.6391815235008104,c_charge_degree
M,0.36081847649918963,c_charge_degree
0,0.5174230145867099,is_recid
1,0.48257698541329014,is_recid
Low,0.554902755267423,score_text
Medium,0.2574959481361426,score_text
High,0.18760129659643435,score_text
0,0.5470016207455429,two_year_recid
1,0.4529983792544571,two_year_recid
