Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,1.0,0.86
moral,0.81,0.78,0.46,0.1
verw,0.89,0.79,0.49,0.02
sparkont,1.0,1.0,0.99,0.81
beszeit,0.96,0.94,0.81,0.25
rate,0.91,0.91,0.71,0.27
famges,0.99,0.99,0.97,0.7
buerge,0.28,0.36,0.12,0.04
wohnzeit,0.94,0.94,0.81,0.39
verm,1.0,1.0,0.99,0.82
weitkred,0.51,0.56,0.25,0.06
wohn,1.0,1.0,0.99,0.82
bishkred,0.66,0.6,0.33,0.03
beruf,0.73,0.71,0.4,0.03
pers,0.56,0.66,0.39,0.2
telef,0.98,0.98,0.95,0.73
gastarb,0.98,0.99,0.97,0.77
kredit,0.84,0.88,0.72,0.43
