Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.83
moral,0.81,0.77,0.45,0.07
verw,0.89,0.78,0.46,0.01
sparkont,1.0,1.0,0.99,0.84
beszeit,0.94,0.93,0.77,0.2
rate,0.88,0.88,0.65,0.25
famges,0.99,0.99,0.98,0.7
buerge,0.26,0.33,0.1,0.03
wohnzeit,0.91,0.91,0.72,0.3
verm,1.0,1.0,0.98,0.75
weitkred,0.5,0.53,0.25,0.03
wohn,1.0,1.0,0.99,0.85
bishkred,0.67,0.59,0.33,0.01
beruf,0.71,0.69,0.38,0.02
pers,0.5,0.6,0.33,0.17
telef,0.94,0.96,0.88,0.6
gastarb,0.99,0.99,0.98,0.8
kredit,0.83,0.88,0.72,0.42
