Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.96,0.6
moral,0.79,0.75,0.43,0.1
verw,0.89,0.77,0.46,0.0
sparkont,0.95,0.95,0.79,0.37
beszeit,0.96,0.96,0.85,0.3
rate,0.91,0.92,0.72,0.3
famges,0.95,0.94,0.82,0.39
buerge,0.29,0.37,0.12,0.04
wohnzeit,0.93,0.92,0.77,0.32
verm,1.0,1.0,0.99,0.84
weitkred,0.52,0.58,0.27,0.07
wohn,0.95,0.95,0.85,0.46
bishkred,0.66,0.59,0.33,0.03
beruf,0.71,0.68,0.38,0.02
pers,0.59,0.68,0.42,0.22
telef,0.97,0.98,0.95,0.72
gastarb,0.86,0.9,0.76,0.46
kredit,0.87,0.9,0.76,0.47
