Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.96,0.87,0.37
moral,0.79,0.75,0.42,0.07
verw,0.88,0.76,0.45,0.0
sparkont,0.9,0.89,0.64,0.26
beszeit,0.94,0.92,0.77,0.16
rate,0.91,0.91,0.72,0.3
famges,0.9,0.89,0.68,0.26
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.94,0.93,0.79,0.33
verm,1.0,1.0,0.99,0.8
weitkred,0.49,0.55,0.24,0.06
wohn,0.9,0.91,0.75,0.37
bishkred,0.68,0.62,0.35,0.04
beruf,0.7,0.66,0.37,0.01
pers,0.63,0.71,0.46,0.24
telef,0.97,0.98,0.94,0.71
gastarb,0.72,0.79,0.57,0.31
kredit,0.83,0.88,0.71,0.42
