25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
29, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,30, Japan, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, France, <=50K
41, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, England, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Protective-serv, Own-child, Black, Female,0,0,20, England, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,54, El-Salvador, <=50K
69, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Ecuador, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Japan, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, >50K
30, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,4446,0,45, Canada, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,20, Taiwan, <=50K
27, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
53, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, Columbia, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,20, Yugoslavia, <=50K
50, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1652,25, Outlying-US(Guam-USVI-etc), >50K
45, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,50, Yugoslavia, <=50K
