Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.97,0.91,0.47
moral,0.76,0.71,0.39,0.07
verw,0.9,0.79,0.47,0.02
sparkont,0.91,0.91,0.68,0.27
beszeit,0.95,0.94,0.81,0.21
rate,0.91,0.91,0.71,0.33
famges,0.91,0.9,0.71,0.29
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.92,0.91,0.74,0.32
verm,0.99,0.99,0.97,0.68
weitkred,0.48,0.52,0.23,0.04
wohn,0.9,0.91,0.75,0.35
bishkred,0.65,0.57,0.31,0.01
beruf,0.72,0.7,0.39,0.02
pers,0.52,0.62,0.35,0.18
telef,0.96,0.97,0.92,0.66
gastarb,0.7,0.77,0.54,0.29
kredit,0.8,0.85,0.67,0.38
