Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.94,0.55
moral,0.79,0.75,0.43,0.07
verw,0.9,0.8,0.49,0.0
sparkont,0.95,0.95,0.8,0.35
beszeit,0.95,0.94,0.8,0.23
rate,0.9,0.89,0.69,0.24
famges,0.95,0.95,0.84,0.42
buerge,0.33,0.4,0.14,0.04
wohnzeit,0.95,0.95,0.83,0.36
verm,1.0,1.0,1.0,0.85
weitkred,0.55,0.6,0.29,0.07
wohn,0.93,0.94,0.83,0.42
bishkred,0.66,0.59,0.33,0.03
beruf,0.71,0.69,0.38,0.02
pers,0.6,0.69,0.43,0.23
telef,0.96,0.97,0.92,0.66
gastarb,0.87,0.9,0.76,0.47
kredit,0.86,0.9,0.76,0.46
