Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.76
moral,0.79,0.75,0.44,0.08
verw,0.88,0.76,0.43,0.01
sparkont,0.99,0.98,0.93,0.54
beszeit,0.94,0.93,0.76,0.19
rate,0.92,0.92,0.74,0.32
famges,0.98,0.97,0.91,0.5
buerge,0.31,0.4,0.13,0.05
wohnzeit,0.92,0.91,0.74,0.3
verm,1.0,1.0,1.0,0.89
weitkred,0.48,0.54,0.24,0.06
wohn,0.97,0.97,0.9,0.53
bishkred,0.67,0.61,0.34,0.03
beruf,0.71,0.7,0.39,0.04
pers,0.55,0.64,0.38,0.2
telef,0.94,0.96,0.89,0.61
gastarb,0.31,0.42,0.18,0.09
kredit,0.83,0.88,0.72,0.42
