Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.97,0.67
moral,0.77,0.72,0.39,0.07
verw,0.89,0.79,0.45,0.02
sparkont,0.95,0.94,0.78,0.33
beszeit,0.94,0.92,0.76,0.16
rate,0.92,0.92,0.73,0.28
famges,0.95,0.94,0.82,0.39
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.93,0.92,0.76,0.32
verm,1.0,1.0,0.99,0.82
weitkred,0.5,0.55,0.25,0.06
wohn,0.87,0.89,0.69,0.29
bishkred,0.65,0.58,0.32,0.01
beruf,0.69,0.67,0.36,0.02
pers,0.49,0.59,0.32,0.16
telef,0.93,0.95,0.88,0.59
gastarb,0.19,0.28,0.1,0.05
kredit,0.88,0.91,0.79,0.49
