59, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,37, Cuba, <=50K
59, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,40, Iran, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, England, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7298,0,50, Ecuador, >50K
27, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,3103,0,44, United-States, >50K
34, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, El-Salvador, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Ecuador, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, >50K
48, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, Dominican-Republic, <=50K
37, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, South, >50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,65, Nicaragua, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cuba, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
20, Private, HS-grad, Married-spouse-absent, Transport-moving, Own-child, Black, Female,0,0,40, Vietnam, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,8609,0,50, Columbia, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Yugoslavia, >50K
26, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Italy, <=50K
26, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,10, Trinadad&Tobago, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
35, Private, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, Black, Female,0,0,45, El-Salvador, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Female,0,0,38, Dominican-Republic, <=50K
66, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,37, Germany, >50K
35, Private, HS-grad, Separated, Craft-repair, Husband, Black, Female,0,0,35, Cambodia, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Canada, >50K
52, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Taiwan, <=50K
