47, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,60, United-States, >50K
65, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
23, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, 5th-6th, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Widowed, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
37, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,13032,0,50, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, >50K
31, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,50, Germany, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Doctorate, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
24, Self-emp-inc, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,0,0,65, United-States, >50K
45, Private, Bachelors, Widowed, Machine-op-inspct, Husband, White, Male,0,0,2, United-States, <=50K
31, Federal-gov, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
59, Self-emp-not-inc, Some-college, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,8990,0,50, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,45, France, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, >50K
55, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
