Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.96,0.85,0.36
moral,0.77,0.72,0.4,0.07
verw,0.9,0.79,0.47,0.01
sparkont,0.86,0.86,0.55,0.17
beszeit,0.95,0.93,0.78,0.17
rate,0.89,0.89,0.67,0.28
famges,0.86,0.85,0.61,0.2
buerge,0.23,0.29,0.09,0.02
wohnzeit,0.92,0.91,0.73,0.3
verm,0.99,0.99,0.96,0.66
weitkred,0.45,0.48,0.21,0.02
wohn,0.82,0.85,0.6,0.25
bishkred,0.66,0.58,0.33,0.01
beruf,0.69,0.68,0.36,0.02
pers,0.51,0.61,0.34,0.17
telef,0.95,0.96,0.91,0.64
gastarb,0.55,0.65,0.38,0.2
kredit,0.74,0.81,0.59,0.33
