Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.94,0.94,0.81,0.27
moral,0.8,0.76,0.44,0.07
verw,0.88,0.76,0.43,0.01
sparkont,0.78,0.77,0.41,0.11
beszeit,0.96,0.94,0.81,0.22
rate,0.91,0.91,0.71,0.33
famges,0.82,0.8,0.53,0.14
buerge,0.32,0.4,0.13,0.05
wohnzeit,0.91,0.9,0.72,0.27
verm,0.99,0.99,0.96,0.65
weitkred,0.52,0.56,0.27,0.05
wohn,0.73,0.77,0.48,0.18
bishkred,0.65,0.58,0.32,0.01
beruf,0.72,0.7,0.39,0.02
pers,0.5,0.6,0.34,0.17
telef,0.96,0.97,0.92,0.66
gastarb,0.16,0.25,0.09,0.04
kredit,0.84,0.88,0.73,0.43
