Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.76
moral,0.78,0.73,0.41,0.07
verw,0.89,0.77,0.45,0.01
sparkont,1.0,1.0,0.99,0.8
beszeit,0.95,0.94,0.8,0.21
rate,0.9,0.9,0.69,0.31
famges,1.0,1.0,0.98,0.74
buerge,0.27,0.35,0.11,0.04
wohnzeit,0.93,0.92,0.76,0.31
verm,1.0,1.0,1.0,0.87
weitkred,0.45,0.49,0.22,0.02
wohn,1.0,1.0,0.99,0.8
bishkred,0.66,0.58,0.33,0.01
beruf,0.69,0.67,0.36,0.02
pers,0.51,0.61,0.35,0.18
telef,0.97,0.98,0.94,0.71
gastarb,0.99,0.99,0.97,0.79
kredit,0.84,0.88,0.73,0.43
