Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.95,0.85,0.31
moral,0.8,0.77,0.44,0.09
verw,0.91,0.82,0.52,0.03
sparkont,0.77,0.77,0.4,0.09
beszeit,0.95,0.94,0.8,0.21
rate,0.93,0.93,0.77,0.35
famges,0.8,0.79,0.5,0.12
buerge,0.32,0.4,0.13,0.06
wohnzeit,0.94,0.93,0.79,0.34
verm,0.98,0.98,0.92,0.48
weitkred,0.53,0.59,0.27,0.09
wohn,0.75,0.78,0.49,0.17
bishkred,0.66,0.59,0.33,0.02
beruf,0.73,0.68,0.41,0.0
pers,0.64,0.72,0.47,0.25
telef,0.98,0.98,0.96,0.75
gastarb,0.27,0.38,0.16,0.08
kredit,0.85,0.89,0.74,0.45
