Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.94,0.93,0.8,0.24
moral,0.8,0.77,0.44,0.1
verw,0.88,0.74,0.42,0.0
sparkont,0.77,0.76,0.4,0.1
beszeit,0.94,0.92,0.76,0.19
rate,0.91,0.91,0.73,0.31
famges,0.77,0.75,0.46,0.11
buerge,0.36,0.44,0.16,0.07
wohnzeit,0.93,0.93,0.78,0.32
verm,0.98,0.97,0.91,0.47
weitkred,0.5,0.56,0.25,0.07
wohn,0.76,0.79,0.51,0.2
bishkred,0.66,0.56,0.33,0.01
beruf,0.73,0.7,0.41,0.02
pers,0.67,0.75,0.5,0.27
telef,0.96,0.97,0.93,0.67
gastarb,0.34,0.45,0.21,0.1
kredit,0.85,0.89,0.73,0.44
