Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.96,0.86,0.36
moral,0.8,0.76,0.44,0.08
verw,0.9,0.79,0.46,0.0
sparkont,0.85,0.85,0.53,0.19
beszeit,0.95,0.93,0.77,0.18
rate,0.92,0.92,0.73,0.33
famges,0.88,0.87,0.65,0.22
buerge,0.22,0.29,0.09,0.02
wohnzeit,0.92,0.91,0.75,0.3
verm,0.99,0.99,0.97,0.71
weitkred,0.47,0.51,0.23,0.03
wohn,0.85,0.87,0.65,0.27
bishkred,0.65,0.57,0.31,0.01
beruf,0.71,0.7,0.38,0.03
pers,0.54,0.64,0.37,0.19
telef,0.97,0.98,0.94,0.69
gastarb,0.52,0.62,0.35,0.18
kredit,0.78,0.84,0.64,0.36
