63, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,45, United-States, >50K
22, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Female,0,0,60, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
25, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
72, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Assoc-acdm, Divorced, Craft-repair, Wife, White, Male,0,0,40, Vietnam, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,1947,40, United-States, <=50K
36, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Germany, <=50K
28, Self-emp-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
32, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,20, Nicaragua, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
40, Private, Bachelors, Widowed, Craft-repair, Husband, White, Male,3325,0,25, United-States, <=50K
31, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
67, Self-emp-inc, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,4587,0,40, United-States, <=50K
17, Private, 11th, Separated, Adm-clerical, Own-child, White, Female,0,0,27, Iran, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, Germany, >50K
55, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,6791,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
73, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, >50K
61, State-gov, HS-grad, Separated, Prof-specialty, Own-child, Black, Male,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Self-emp-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
27, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
29, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
52, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Wife, White, Male,0,1902,50, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, Vietnam, <=50K
44, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-inc, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, >50K
36, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, 10th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,7, United-States, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
71, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,35, Yugoslavia, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
47, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1886,50, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,11556,0,50, United-States, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,10, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
74, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,25, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
73, Private, 5th-6th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, Mexico, <=50K
48, Self-emp-inc, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, >50K
72, Self-emp-not-inc, 9th, Divorced, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Mexico, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
59, Local-gov, Doctorate, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Black, Female,0,0,40, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,92, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,15023,0,45, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,45, United-States, >50K
58, Local-gov, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
30, Federal-gov, 9th, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
43, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
29, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
49, Self-emp-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,48, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Wife, White, Male,4774,0,40, United-States, >50K
22, Self-emp-inc, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
31, Without-pay, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,1937,45, United-States, <=50K
44, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,6451,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
47, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
82, State-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
35, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-acdm, Widowed, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
67, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,3466,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
49, Private, Masters, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
20, Local-gov, 11th, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,7687,0,40, United-States, >50K
24, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
36, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
43, Local-gov, Masters, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Masters, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
34, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
30, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,2882,0,40, United-States, <=50K
18, Local-gov, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Protective-serv, Own-child, White, Female,0,0,20, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, White, Male,4087,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
59, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
64, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,10, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,20, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Female,0,0,54, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, >50K
31, Private, 7th-8th, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, >50K
60, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1962,45, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
45, Self-emp-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, >50K
44, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,30, United-States, <=50K
64, Local-gov, 10th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,81, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, 1st-4th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Female,7298,0,39, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,1902,7, United-States, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
39, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,38, United-States, <=50K
22, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, White, Male,0,1902,40, Mexico, <=50K
55, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
