value,frequency,column
3,0.28125,laufkont
4,0.265,laufkont
1,0.235,laufkont
2,0.21875,laufkont
2,0.5,moral
4,0.33375,moral
3,0.08125,moral
0,0.045,moral
1,0.04,moral
3,0.27,verw
0,0.24625,verw
2,0.1925,verw
1,0.12,verw
9,0.10625,verw
6,0.04375,verw
5,0.01375,verw
10,0.005,verw
8,0.0025,verw
3,0.21375,sparkont
1,0.2125,sparkont
2,0.20375,sparkont
4,0.1875,sparkont
5,0.1825,sparkont
3,0.34,beszeit
5,0.2375,beszeit
4,0.19,beszeit
2,0.1575,beszeit
1,0.075,beszeit
4,0.47375,rate
2,0.2,rate
1,0.1675,rate
3,0.15875,rate
3,0.28,famges
2,0.26375,famges
1,0.2475,famges
4,0.20875,famges
1,0.90625,buerge
3,0.06,buerge
2,0.03375,buerge
4,0.40375,wohnzeit
2,0.32625,wohnzeit
3,0.15125,wohnzeit
1,0.11875,wohnzeit
4,0.27875,verm
3,0.245,verm
2,0.24,verm
1,0.23625,verm
3,0.8275,weitkred
1,0.165,weitkred
2,0.0075,weitkred
1,0.35625,wohn
2,0.3375,wohn
3,0.30625,wohn
1,0.60875,bishkred
2,0.35375,bishkred
3,0.0325,bishkred
4,0.005,bishkred
3,0.645,beruf
2,0.18375,beruf
4,0.16,beruf
1,0.01125,beruf
2,0.83875,pers
1,0.16125,pers
1,0.57375,telef
2,0.42625,telef
2,0.5275,gastarb
1,0.4725,gastarb
1,0.71,kredit
0,0.29,kredit
