Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.81
moral,0.78,0.74,0.41,0.07
verw,0.9,0.79,0.48,0.02
sparkont,1.0,1.0,1.0,0.9
beszeit,0.95,0.93,0.79,0.18
rate,0.93,0.93,0.76,0.36
famges,1.0,1.0,0.99,0.74
buerge,0.31,0.38,0.13,0.05
wohnzeit,0.94,0.93,0.78,0.33
verm,1.0,1.0,0.99,0.81
weitkred,0.45,0.46,0.21,0.01
wohn,1.0,1.0,0.99,0.86
bishkred,0.63,0.56,0.3,0.01
beruf,0.7,0.67,0.36,0.02
pers,0.52,0.62,0.35,0.18
telef,0.94,0.95,0.88,0.6
gastarb,1.0,1.0,1.0,0.92
kredit,0.84,0.88,0.72,0.43
