value,frequency,column
4,0.33375,laufkont
2,0.25875,laufkont
1,0.23625,laufkont
3,0.17125,laufkont
2,0.49,moral
4,0.30125,moral
3,0.10625,moral
1,0.06,moral
0,0.0425,moral
3,0.27875,verw
0,0.25,verw
2,0.19625,verw
9,0.11375,verw
1,0.10625,verw
6,0.03125,verw
4,0.01,verw
10,0.00875,verw
5,0.005,verw
1,0.365,sparkont
5,0.17875,sparkont
2,0.1725,sparkont
4,0.1425,sparkont
3,0.14125,sparkont
3,0.32875,beszeit
5,0.24625,beszeit
2,0.18875,beszeit
4,0.16625,beszeit
1,0.07,beszeit
4,0.46875,rate
2,0.24625,rate
3,0.1525,rate
1,0.1325,rate
3,0.3875,famges
2,0.2875,famges
1,0.1675,famges
4,0.1575,famges
1,0.88375,buerge
3,0.06625,buerge
2,0.05,buerge
4,0.405,wohnzeit
2,0.28875,wohnzeit
3,0.1675,wohnzeit
1,0.13875,wohnzeit
3,0.28375,verm
1,0.24625,verm
4,0.23625,verm
2,0.23375,verm
3,0.78,weitkred
1,0.16875,weitkred
2,0.05125,weitkred
2,0.48,wohn
1,0.29625,wohn
3,0.22375,wohn
1,0.61125,bishkred
2,0.3375,bishkred
3,0.035,bishkred
4,0.01625,bishkred
3,0.63,beruf
2,0.2075,beruf
4,0.15125,beruf
1,0.01125,beruf
2,0.8275,pers
1,0.1725,pers
1,0.58125,telef
2,0.41875,telef
2,0.6925,gastarb
1,0.3075,gastarb
1,0.67625,kredit
0,0.32375,kredit
