value,frequency,column
Male,0.5239059967585089,sex
Female,0.4760940032414911,sex
Greater than 45,0.3395461912479741,age_cat
25 - 45,0.3304294975688817,age_cat
Less than 25,0.33002431118314424,age_cat
Native American,0.17686385737439222,race
African-American,0.17402755267423015,race
Hispanic,0.1655186385737439,race
Caucasian,0.16531604538087522,race
Asian,0.15984602917341978,race
Other,0.15842787682333873,race
F,0.6403970826580226,c_charge_degree
M,0.3596029173419773,c_charge_degree
0,0.518030794165316,is_recid
1,0.48196920583468394,is_recid
Low,0.5482171799027553,score_text
Medium,0.2643841166936791,score_text
High,0.18739870340356565,score_text
0,0.5429497568881686,two_year_recid
1,0.45705024311183146,two_year_recid
