Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.96,0.87,0.35
moral,0.79,0.75,0.43,0.07
verw,0.91,0.81,0.52,0.0
sparkont,0.98,0.97,0.9,0.49
beszeit,0.95,0.93,0.78,0.19
rate,0.91,0.91,0.71,0.31
famges,0.92,0.92,0.75,0.33
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.94,0.93,0.79,0.31
verm,0.99,0.99,0.96,0.65
weitkred,0.52,0.58,0.27,0.07
wohn,0.7,0.74,0.44,0.16
bishkred,0.67,0.62,0.34,0.03
beruf,0.75,0.73,0.43,0.03
pers,0.59,0.68,0.42,0.22
telef,0.98,0.99,0.96,0.76
gastarb,0.26,0.37,0.15,0.08
kredit,0.86,0.9,0.75,0.45
