laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
4 4 4 3 1537 4 4 2 3 1 1 1 40 3 2 1 2 1 1 2 1
1 48 1 0 3960 4 4 3 3 1 4 3 33 1 3 1 2 1 1 2 0
4 8 2 0 2571 3 3 1 1 3 2 1 33 3 2 1 3 1 1 2 1
2 18 1 3 1602 5 3 3 2 1 1 1 23 3 1 1 3 2 1 2 1
1 9 2 3 660 1 5 4 4 1 2 2 27 3 1 2 2 2 1 1 0
3 10 2 0 1596 2 3 3 4 1 2 1 30 3 2 1 3 1 1 1 1
4 15 1 3 2783 5 4 4 3 1 2 1 34 1 3 1 3 2 2 2 1
1 6 2 3 1199 5 1 4 1 1 2 4 34 3 1 1 3 2 1 2 0
3 48 4 1 6306 4 3 4 3 1 4 4 31 1 2 2 3 2 2 2 1
2 9 2 2 2333 3 2 2 2 1 4 4 22 3 2 1 3 2 1 2 1
1 18 2 2 4411 3 2 4 2 1 3 2 39 3 2 1 4 2 2 2 0
2 24 2 9 1884 1 5 4 3 2 2 3 29 1 2 1 3 1 1 2 0
3 36 0 3 3007 1 4 2 2 1 4 3 26 3 2 2 2 2 1 2 0
1 24 2 2 3436 4 4 4 3 1 4 4 29 3 1 1 3 1 2 2 0
1 36 4 2 5600 1 3 2 3 1 4 1 27 2 2 2 3 2 2 1 1
1 12 4 0 716 1 4 4 3 1 3 3 35 1 2 2 3 2 1 2 0
4 30 4 0 4454 4 3 2 3 1 2 1 26 3 2 2 3 2 1 2 1
4 24 4 1 2963 5 5 4 3 1 2 4 35 3 2 2 4 1 2 2 1
4 18 3 9 2578 3 5 4 3 1 2 2 41 3 2 2 3 2 1 2 0
3 12 2 3 887 2 3 4 4 1 4 3 23 2 2 1 3 2 1 2 0
1 24 2 3 1372 1 3 4 2 1 4 4 25 3 1 1 3 2 1 2 0
3 12 2 0 6215 2 4 2 3 1 3 3 31 3 2 1 3 2 1 2 1
2 12 2 2 799 3 3 4 4 1 1 2 26 3 2 1 3 2 2 2 1
1 15 4 2 998 1 3 2 3 1 1 1 25 3 2 2 3 2 1 2 1
