38, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States, >50K
67, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7207,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
81, Private, 5th-6th, Widowed, Protective-serv, Husband, White, Female,0,0,25, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, 11th, Divorced, Handlers-cleaners, Wife, White, Male,0,0,6, Vietnam, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,4934,0,40, United-States, <=50K
42, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1886,40, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
33, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,40, Germany, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
31, Private, Doctorate, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,42, Philippines, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1886,40, United-States, >50K
42, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
55, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,8410,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,25, United-States, <=50K
30, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
35, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hong, >50K
