Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.76
moral,0.78,0.74,0.42,0.07
verw,0.9,0.78,0.46,0.01
sparkont,1.0,1.0,0.99,0.82
beszeit,0.96,0.94,0.82,0.18
rate,0.93,0.93,0.77,0.35
famges,1.0,1.0,1.0,0.85
buerge,0.28,0.36,0.12,0.05
wohnzeit,0.93,0.92,0.77,0.31
verm,1.0,1.0,0.99,0.78
weitkred,0.5,0.57,0.25,0.08
wohn,1.0,1.0,0.99,0.85
bishkred,0.65,0.58,0.32,0.01
beruf,0.7,0.68,0.37,0.02
pers,0.54,0.64,0.37,0.19
telef,0.98,0.98,0.95,0.73
gastarb,1.0,1.0,0.99,0.89
kredit,0.84,0.88,0.72,0.42
