Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.78,0.73,0.41,0.07
verw,0.89,0.78,0.46,0.02
sparkont,0.99,0.98,0.93,0.54
beszeit,0.95,0.94,0.8,0.21
rate,0.91,0.91,0.72,0.34
famges,0.98,0.98,0.93,0.58
buerge,0.27,0.35,0.11,0.05
wohnzeit,0.93,0.93,0.78,0.32
verm,1.0,1.0,1.0,0.89
weitkred,0.46,0.49,0.22,0.03
wohn,0.96,0.96,0.88,0.48
bishkred,0.66,0.58,0.33,0.01
beruf,0.69,0.67,0.36,0.02
pers,0.52,0.62,0.35,0.18
telef,0.97,0.98,0.94,0.71
gastarb,0.31,0.42,0.18,0.09
kredit,0.82,0.87,0.7,0.41
