Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.97,0.91,0.46
moral,0.81,0.78,0.46,0.09
verw,0.9,0.79,0.49,0.01
sparkont,0.95,0.95,0.79,0.38
beszeit,0.95,0.93,0.78,0.17
rate,0.93,0.92,0.76,0.31
famges,0.95,0.94,0.82,0.39
buerge,0.3,0.38,0.13,0.05
wohnzeit,0.95,0.94,0.82,0.36
verm,1.0,1.0,0.99,0.85
weitkred,0.53,0.59,0.27,0.08
wohn,0.95,0.95,0.86,0.47
bishkred,0.66,0.6,0.33,0.03
beruf,0.72,0.69,0.4,0.02
pers,0.59,0.68,0.42,0.22
telef,0.96,0.97,0.92,0.65
gastarb,0.86,0.9,0.75,0.45
kredit,0.86,0.89,0.75,0.45
