Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.78,0.19
moral,0.79,0.75,0.43,0.08
verw,0.91,0.8,0.52,0.01
sparkont,0.74,0.74,0.36,0.09
beszeit,0.95,0.93,0.79,0.19
rate,0.92,0.92,0.74,0.29
famges,0.78,0.75,0.46,0.08
buerge,0.32,0.4,0.14,0.04
wohnzeit,0.92,0.91,0.74,0.29
verm,0.99,0.99,0.95,0.63
weitkred,0.51,0.56,0.26,0.06
wohn,0.74,0.78,0.49,0.19
bishkred,0.67,0.61,0.33,0.02
beruf,0.72,0.71,0.39,0.03
pers,0.6,0.69,0.43,0.23
telef,0.95,0.97,0.91,0.64
gastarb,0.2,0.3,0.11,0.06
kredit,0.84,0.88,0.72,0.43
