Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.94,0.92,0.79,0.22
moral,0.79,0.75,0.44,0.05
verw,0.9,0.81,0.53,0.02
sparkont,0.78,0.77,0.41,0.1
beszeit,0.95,0.93,0.79,0.19
rate,0.9,0.9,0.69,0.28
famges,0.82,0.8,0.53,0.14
buerge,0.31,0.39,0.13,0.04
wohnzeit,0.93,0.93,0.77,0.31
verm,0.99,0.99,0.95,0.6
weitkred,0.5,0.54,0.25,0.05
wohn,0.74,0.77,0.48,0.16
bishkred,0.66,0.59,0.33,0.03
beruf,0.74,0.71,0.41,0.02
pers,0.63,0.71,0.46,0.24
telef,0.95,0.96,0.9,0.62
gastarb,0.36,0.47,0.22,0.11
kredit,0.84,0.88,0.72,0.42
