,type,this_epoch,total_epochs,batch_num,loss
1,epoch,1,1250,1,299355.1
3,epoch,2,1250,1,205206.64
5,epoch,3,1250,1,134077.7
7,epoch,4,1250,1,86959.26
9,epoch,5,1250,1,61051.055
11,epoch,6,1250,1,48654.336
13,epoch,7,1250,1,43948.184
15,epoch,8,1250,1,43694.086
17,epoch,9,1250,1,46038.78
19,epoch,10,1250,1,48815.023
21,epoch,11,1250,1,51118.56
23,epoch,12,1250,1,52318.188
25,epoch,13,1250,1,52116.766
27,epoch,14,1250,1,51361.71
29,epoch,15,1250,1,50538.027
31,epoch,16,1250,1,49596.594
33,epoch,17,1250,1,48502.72
35,epoch,18,1250,1,47234.883
37,epoch,19,1250,1,45947.21
39,epoch,20,1250,1,44865.32
41,epoch,21,1250,1,44116.82
43,epoch,22,1250,1,43681.95
45,epoch,23,1250,1,43501.84
47,epoch,24,1250,1,43559.57
49,epoch,25,1250,1,43828.863
51,epoch,26,1250,1,44211.996
53,epoch,27,1250,1,44564.605
55,epoch,28,1250,1,44788.023
57,epoch,29,1250,1,44870.55
59,epoch,30,1250,1,44833.03
61,epoch,31,1250,1,44650.42
63,epoch,32,1250,1,44279.85
65,epoch,33,1250,1,44093.1
67,epoch,34,1250,1,43923.836
69,epoch,35,1250,1,43665.54
71,epoch,36,1250,1,43384.617
73,epoch,37,1250,1,43244.703
75,epoch,38,1250,1,43241.15
77,epoch,39,1250,1,43154.098
79,epoch,40,1250,1,43082.934
81,epoch,41,1250,1,43180.52
83,epoch,42,1250,1,43264.703
85,epoch,43,1250,1,43244.727
87,epoch,44,1250,1,43268.965
89,epoch,45,1250,1,43266.895
91,epoch,46,1250,1,43160.14
93,epoch,47,1250,1,43025.824
95,epoch,48,1250,1,42966.723
97,epoch,49,1250,1,42857.113
99,epoch,50,1250,1,42735.613
101,epoch,51,1250,1,42691.793
103,epoch,52,1250,1,42612.08
105,epoch,53,1250,1,42530.45
107,epoch,54,1250,1,42505.41
109,epoch,55,1250,1,42443.05
111,epoch,56,1250,1,42399.977
113,epoch,57,1250,1,42371.145
115,epoch,58,1250,1,42292.133
117,epoch,59,1250,1,42228.63
119,epoch,60,1250,1,42148.13
121,epoch,61,1250,1,42044.01
123,epoch,62,1250,1,41966.652
125,epoch,63,1250,1,41869.746
127,epoch,64,1250,1,41783.92
129,epoch,65,1250,1,41708.73
131,epoch,66,1250,1,41618.06
133,epoch,67,1250,1,41545.316
135,epoch,68,1250,1,41468.566
137,epoch,69,1250,1,41390.78
139,epoch,70,1250,1,41322.793
141,epoch,71,1250,1,41243.65
143,epoch,72,1250,1,41166.652
145,epoch,73,1250,1,41090.863
147,epoch,74,1250,1,41008.062
149,epoch,75,1250,1,40932.145
151,epoch,76,1250,1,40857.85
153,epoch,77,1250,1,40782.145
155,epoch,78,1250,1,40712.434
157,epoch,79,1250,1,40642.484
159,epoch,80,1250,1,40572.258
161,epoch,81,1250,1,40506.52
163,epoch,82,1250,1,40440.09
165,epoch,83,1250,1,40373.89
167,epoch,84,1250,1,40310.555
169,epoch,85,1250,1,40245.96
171,epoch,86,1250,1,40181.863
173,epoch,87,1250,1,40119.973
175,epoch,88,1250,1,40057.953
177,epoch,89,1250,1,39997.848
179,epoch,90,1250,1,39939.684
181,epoch,91,1250,1,39881.54
183,epoch,92,1250,1,39825.176
185,epoch,93,1250,1,39769.953
187,epoch,94,1250,1,39715.09
189,epoch,95,1250,1,39662.12
191,epoch,96,1250,1,39609.95
193,epoch,97,1250,1,39558.59
195,epoch,98,1250,1,39508.82
197,epoch,99,1250,1,39459.625
199,epoch,100,1250,1,39411.76
201,epoch,101,1250,1,39365.133
203,epoch,102,1250,1,39319.24
205,epoch,103,1250,1,39274.836
207,epoch,104,1250,1,39231.223
209,epoch,105,1250,1,39188.637
211,epoch,106,1250,1,39147.11
213,epoch,107,1250,1,39106.242
215,epoch,108,1250,1,39066.574
217,epoch,109,1250,1,39027.613
219,epoch,110,1250,1,38989.617
221,epoch,111,1250,1,38952.375
223,epoch,112,1250,1,38915.797
225,epoch,113,1250,1,38880.04
227,epoch,114,1250,1,38844.83
229,epoch,115,1250,1,38810.43
231,epoch,116,1250,1,38776.496
233,epoch,117,1250,1,38743.285
235,epoch,118,1250,1,38710.566
237,epoch,119,1250,1,38678.49
239,epoch,120,1250,1,38646.863
241,epoch,121,1250,1,38615.805
243,epoch,122,1250,1,38585.18
245,epoch,123,1250,1,38555.074
247,epoch,124,1250,1,38525.316
249,epoch,125,1250,1,38496.004
251,epoch,126,1250,1,38467.016
253,epoch,127,1250,1,38438.434
255,epoch,128,1250,1,38410.14
257,epoch,129,1250,1,38382.207
259,epoch,130,1250,1,38354.566
261,epoch,131,1250,1,38327.188
263,epoch,132,1250,1,38300.098
265,epoch,133,1250,1,38273.21
267,epoch,134,1250,1,38246.57
269,epoch,135,1250,1,38220.137
271,epoch,136,1250,1,38193.88
273,epoch,137,1250,1,38167.816
275,epoch,138,1250,1,38141.945
277,epoch,139,1250,1,38116.234
279,epoch,140,1250,1,38090.688
281,epoch,141,1250,1,38065.316
283,epoch,142,1250,1,38040.117
285,epoch,143,1250,1,38015.09
287,epoch,144,1250,1,37990.215
289,epoch,145,1250,1,37965.504
291,epoch,146,1250,1,37940.98
293,epoch,147,1250,1,37916.7
295,epoch,148,1250,1,37892.992
297,epoch,149,1250,1,37871.305
299,epoch,150,1250,1,37859.992
301,epoch,151,1250,1,37907.004
303,epoch,152,1250,1,38202.57
305,epoch,153,1250,1,38556.242
307,epoch,154,1250,1,37936.695
309,epoch,155,1250,1,37880.312
311,epoch,156,1250,1,38174.01
313,epoch,157,1250,1,37704.363
315,epoch,158,1250,1,38004.15
317,epoch,159,1250,1,37757.535
319,epoch,160,1250,1,37795.484
321,epoch,161,1250,1,37788.37
323,epoch,162,1250,1,37665.0
325,epoch,163,1250,1,37771.76
327,epoch,164,1250,1,37588.746
329,epoch,165,1250,1,37722.88
331,epoch,166,1250,1,37541.24
333,epoch,167,1250,1,37653.867
335,epoch,168,1250,1,37512.8
337,epoch,169,1250,1,37568.723
339,epoch,170,1250,1,37498.535
341,epoch,171,1250,1,37475.434
343,epoch,172,1250,1,37487.83
345,epoch,173,1250,1,37396.203
347,epoch,174,1250,1,37449.73
349,epoch,175,1250,1,37363.28
351,epoch,176,1250,1,37360.105
353,epoch,177,1250,1,37363.18
355,epoch,178,1250,1,37284.098
357,epoch,179,1250,1,37300.28
359,epoch,180,1250,1,37284.242
361,epoch,181,1250,1,37218.273
363,epoch,182,1250,1,37216.56
365,epoch,183,1250,1,37210.746
367,epoch,184,1250,1,37104.05
369,epoch,185,1250,1,37111.344
371,epoch,186,1250,1,37059.777
373,epoch,187,1250,1,36974.035
375,epoch,188,1250,1,37007.42
377,epoch,189,1250,1,36956.48
379,epoch,190,1250,1,36910.676
381,epoch,191,1250,1,36888.086
383,epoch,192,1250,1,36809.457
385,epoch,193,1250,1,36772.582
387,epoch,194,1250,1,36730.133
389,epoch,195,1250,1,36670.594
391,epoch,196,1250,1,36645.87
393,epoch,197,1250,1,36599.492
395,epoch,198,1250,1,36559.52
397,epoch,199,1250,1,36559.434
399,epoch,200,1250,1,36589.516
401,epoch,201,1250,1,36720.113
403,epoch,202,1250,1,36973.363
405,epoch,203,1250,1,36733.473
407,epoch,204,1250,1,36349.64
409,epoch,205,1250,1,36213.203
411,epoch,206,1250,1,36367.93
413,epoch,207,1250,1,36332.23
415,epoch,208,1250,1,36047.844
417,epoch,209,1250,1,36076.11
419,epoch,210,1250,1,36137.055
421,epoch,211,1250,1,35895.98
423,epoch,212,1250,1,35840.4
425,epoch,213,1250,1,35904.664
427,epoch,214,1250,1,35732.664
429,epoch,215,1250,1,35600.875
431,epoch,216,1250,1,35626.363
433,epoch,217,1250,1,35579.215
435,epoch,218,1250,1,35433.03
437,epoch,219,1250,1,35319.258
439,epoch,220,1250,1,35300.98
441,epoch,221,1250,1,35311.855
443,epoch,222,1250,1,35251.375
445,epoch,223,1250,1,35157.77
447,epoch,224,1250,1,35027.812
449,epoch,225,1250,1,34918.71
451,epoch,226,1250,1,34829.953
453,epoch,227,1250,1,34760.434
455,epoch,228,1250,1,34707.43
457,epoch,229,1250,1,34672.75
459,epoch,230,1250,1,34680.55
461,epoch,231,1250,1,34722.477
463,epoch,232,1250,1,34866.258
465,epoch,233,1250,1,34740.344
467,epoch,234,1250,1,34539.95
469,epoch,235,1250,1,34231.93
471,epoch,236,1250,1,34165.027
473,epoch,237,1250,1,34256.22
475,epoch,238,1250,1,34160.19
477,epoch,239,1250,1,33965.055
479,epoch,240,1250,1,33863.547
