Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,1.0,0.9
moral,0.8,0.76,0.44,0.11
verw,0.89,0.76,0.44,0.0
sparkont,1.0,1.0,0.99,0.8
beszeit,0.94,0.92,0.77,0.15
rate,0.93,0.93,0.76,0.35
famges,0.99,0.99,0.98,0.71
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.93,0.93,0.78,0.31
verm,1.0,1.0,0.99,0.78
weitkred,0.55,0.6,0.29,0.07
wohn,1.0,1.0,0.99,0.85
bishkred,0.67,0.59,0.34,0.02
beruf,0.76,0.71,0.45,0.01
pers,0.61,0.7,0.44,0.23
telef,0.96,0.97,0.93,0.67
gastarb,0.99,0.99,0.98,0.81
kredit,0.86,0.9,0.75,0.45
