Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.84
moral,0.76,0.72,0.39,0.06
verw,0.9,0.81,0.51,0.02
sparkont,1.0,1.0,1.0,0.89
beszeit,0.95,0.93,0.78,0.2
rate,0.91,0.91,0.71,0.29
famges,1.0,1.0,0.99,0.81
buerge,0.28,0.35,0.12,0.03
wohnzeit,0.94,0.93,0.79,0.36
verm,1.0,1.0,0.99,0.78
weitkred,0.52,0.57,0.26,0.06
wohn,1.0,1.0,1.0,0.87
bishkred,0.66,0.59,0.33,0.01
beruf,0.73,0.71,0.41,0.02
pers,0.53,0.63,0.36,0.19
telef,0.95,0.96,0.91,0.64
gastarb,1.0,1.0,0.99,0.9
kredit,0.86,0.89,0.75,0.45
