laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
4 24 4 3 2445 5 5 4 3 1 4 2 52 3 2 2 3 2 1 2 1
4 15 2 2 2176 5 3 2 2 1 4 1 33 3 3 1 2 2 1 2 1
4 10 2 1 2995 5 5 1 2 1 4 1 31 3 1 1 3 2 1 2 1
1 24 2 2 2398 3 2 4 1 1 1 2 32 3 2 1 3 2 1 2 0
1 15 2 0 1765 1 4 2 4 1 3 1 36 3 1 1 2 2 1 1 1
2 48 2 2 10217 1 2 1 3 1 2 3 26 1 2 1 4 2 2 1 0
3 12 2 3 1832 1 3 2 2 1 2 2 43 3 3 1 3 2 2 2 1
1 9 4 3 1173 1 2 4 2 1 1 1 25 3 2 2 2 2 1 2 1
1 24 4 3 1554 1 5 4 3 3 4 3 24 1 1 1 2 2 1 2 0
1 18 2 1 7561 5 5 4 3 2 4 4 50 3 3 1 3 1 2 2 0
4 48 3 3 7426 5 5 4 3 1 3 3 31 3 2 2 3 1 1 2 1
4 24 3 9 2519 2 5 4 3 1 2 3 35 2 2 2 3 2 2 2 0
3 6 2 0 1206 2 4 3 3 1 2 2 42 3 2 1 3 2 2 1 1
2 12 4 3 1124 1 3 4 4 2 3 3 40 3 2 2 2 2 1 2 1
2 21 2 2 4025 3 4 2 3 1 4 3 35 3 2 1 3 2 2 1 1
4 36 4 3 6356 5 5 4 3 1 4 2 36 1 2 2 3 2 1 2 1
1 24 2 3 2462 1 2 4 2 3 4 1 35 3 1 1 3 2 1 2 0
2 42 3 6 6082 1 4 4 3 1 2 4 26 1 3 1 4 1 2 2 0
2 29 2 9 3923 1 3 3 3 1 2 3 35 2 2 1 3 2 2 2 0
1 18 4 3 1929 5 4 2 4 3 4 3 23 3 1 1 3 2 1 2 1
3 24 2 3 3347 1 1 3 3 1 2 3 36 3 2 1 4 2 2 2 1
4 21 2 1 5508 5 3 3 3 1 3 3 26 3 1 1 3 2 1 2 1
4 12 2 3 1511 2 3 3 3 1 4 4 40 3 1 2 3 2 1 2 0
4 24 3 1 4759 1 5 2 3 1 2 3 35 2 2 2 3 2 1 2 1
2 9 4 3 1154 1 2 4 2 1 3 4 36 3 2 4 2 2 1 2 1
4 15 2 2 2309 5 3 2 2 1 4 3 20 3 1 1 3 2 1 2 1
3 10 2 9 1288 1 3 4 2 1 2 2 44 3 2 1 2 2 1 2 1
1 18 2 0 1227 1 4 4 3 1 3 3 23 3 2 2 4 2 2 2 0
4 12 4 3 1798 1 5 4 3 3 3 1 62 3 2 2 2 2 2 2 1
1 36 2 1 8071 5 3 3 3 2 2 2 26 2 2 1 3 1 1 2 0
1 24 4 0 1204 1 5 4 3 1 4 1 59 3 2 2 3 2 1 2 0
3 24 2 0 1275 5 4 4 2 1 4 2 25 3 1 1 3 2 1 2 1
4 6 2 2 1542 2 3 1 2 1 3 1 32 3 1 1 3 2 1 2 1
2 24 3 0 3498 2 4 2 3 1 3 3 37 3 2 2 3 1 2 2 1
2 36 2 0 12600 5 3 1 3 1 2 4 36 3 3 1 4 2 2 2 0
1 28 2 1 3972 1 3 2 1 1 2 3 45 3 2 1 4 2 1 1 0
2 48 2 9 5785 1 4 4 3 1 4 4 39 3 3 1 3 2 2 2 1
4 24 4 1 5974 2 3 2 3 1 2 1 27 3 2 2 3 2 1 1 1
4 15 4 6 1493 1 5 4 3 1 4 4 34 3 3 2 3 2 1 1 1
1 6 1 3 1192 1 4 3 3 1 4 4 34 1 3 1 3 2 1 1 0
2 18 1 9 3383 3 4 1 3 1 1 2 30 3 2 1 3 1 2 2 1
1 24 1 1 8071 1 3 2 3 1 3 3 29 3 2 2 3 2 1 2 1
1 12 2 3 1543 1 2 4 4 1 1 1 23 3 1 1 3 2 1 2 0
3 18 2 3 1494 1 2 4 2 1 1 1 26 3 2 1 3 2 1 2 1
4 24 4 3 2764 1 3 4 3 1 2 1 34 3 2 1 2 2 1 2 1
1 36 4 0 2923 1 2 4 1 1 4 1 27 3 2 2 3 2 1 2 0
