value,frequency,column
Male,0.8093598055105349,sex
Female,0.19064019448946515,sex
25 - 45,0.5666531604538088,age_cat
Less than 25,0.22366288492706646,age_cat
Greater than 45,0.20968395461912478,age_cat
African-American,0.5103322528363047,race
Caucasian,0.34238249594813613,race
Hispanic,0.08650729335494327,race
Other,0.053889789303079416,race
Asian,0.004659643435980551,race
Native American,0.002228525121555916,race
F,0.641612641815235,c_charge_degree
M,0.35838735818476497,c_charge_degree
0,0.5119529983792545,is_recid
1,0.48804700162074555,is_recid
Low,0.5524716369529984,score_text
Medium,0.2647893030794165,score_text
High,0.18273905996758508,score_text
0,0.5423419773095624,two_year_recid
1,0.4576580226904376,two_year_recid
