28, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, <=50K
50, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, Japan, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, France, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, England, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,35, United-States, <=50K
19, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,25, England, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,50, El-Salvador, <=50K
26, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Ecuador, <=50K
33, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,54, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,9758,0,50, Laos, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,10246,0,70, Portugal, >50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Canada, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Taiwan, <=50K
30, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Other, Female,7687,0,50, Vietnam, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1952,45, Yugoslavia, >50K
23, Private, Assoc-voc, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
38, Private, Bachelors, Separated, Exec-managerial, Husband, Black, Male,7687,0,60, Yugoslavia, >50K
36, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, El-Salvador, <=50K
25, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Female,0,0,40, Mexico, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,43, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,1944,40, Columbia, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,7543,0,40, France, <=50K
49, Private, Bachelors, Divorced, Prof-specialty, Other-relative, Other, Male,0,0,40, Ecuador, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Guatemala, <=50K
37, Private, HS-grad, Widowed, Craft-repair, Husband, Black, Female,0,0,54, Canada, <=50K
