Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.83
moral,0.79,0.76,0.43,0.09
verw,0.89,0.77,0.47,0.0
sparkont,1.0,0.99,0.98,0.7
beszeit,0.94,0.92,0.76,0.16
rate,0.91,0.91,0.72,0.29
famges,0.99,0.99,0.96,0.64
buerge,0.3,0.38,0.13,0.05
wohnzeit,0.93,0.92,0.77,0.31
verm,1.0,1.0,0.99,0.82
weitkred,0.56,0.59,0.3,0.05
wohn,1.0,1.0,0.99,0.83
bishkred,0.65,0.59,0.32,0.03
beruf,0.73,0.71,0.41,0.03
pers,0.6,0.69,0.43,0.22
telef,0.96,0.97,0.93,0.67
gastarb,0.99,0.99,0.97,0.79
kredit,0.86,0.9,0.75,0.45
