laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
3 30 3 3 4272 4 3 3 3 1 2 3 26 3 3 1 3 2 2 2 1
3 13 2 2 3955 5 4 2 2 1 1 1 30 3 3 1 3 1 1 2 1
4 15 4 0 1258 3 5 4 1 2 4 2 46 3 1 2 3 1 2 2 1
2 10 1 9 1308 5 5 4 2 1 2 1 64 3 3 1 2 2 1 1 1
2 48 3 9 10551 1 5 4 4 1 4 3 35 3 1 2 3 2 1 1 0
2 12 2 2 1295 2 2 2 4 1 1 1 19 3 1 1 3 2 1 1 0
3 24 0 3 1501 4 5 4 3 1 1 1 55 3 3 1 3 2 2 2 1
3 12 4 0 2086 5 1 4 1 1 1 2 30 3 1 1 3 2 2 2 0
2 13 4 0 826 3 5 4 2 1 2 3 24 1 1 1 2 2 1 2 1
2 18 2 2 1766 3 2 4 4 1 4 4 22 3 3 1 3 2 1 1 0
1 11 2 6 1881 4 3 2 2 1 4 1 39 3 3 1 3 2 2 2 1
3 24 4 9 2365 3 4 4 2 2 2 3 22 1 1 2 3 2 1 2 1
4 18 1 3 2578 3 4 3 2 1 3 3 33 3 3 2 3 2 2 1 1
2 6 4 0 1817 4 3 2 4 1 4 4 31 3 1 2 2 2 2 2 1
2 12 4 3 744 3 5 4 1 1 4 1 38 3 1 2 2 2 2 1 1
2 24 3 2 3091 3 2 4 4 1 2 4 23 1 1 1 3 2 1 1 1
3 18 2 0 1525 5 2 4 2 1 2 1 24 3 1 1 3 2 1 2 1
4 36 3 3 5093 3 4 4 1 1 1 4 35 3 3 2 4 2 2 2 0
4 24 2 3 4770 3 3 1 1 1 4 2 45 3 3 2 3 2 1 2 0
3 12 4 3 782 4 3 4 3 1 4 2 23 1 2 1 2 2 1 1 0
1 24 4 3 4684 1 2 3 2 1 2 4 26 3 3 1 4 2 2 2 0
4 36 4 1 9011 3 3 4 3 1 4 2 35 3 1 2 3 2 1 1 1
1 9 2 3 338 3 2 4 4 1 4 4 23 3 1 1 2 2 1 1 0
2 10 2 1 6577 3 5 1 3 1 1 2 40 1 1 1 3 2 1 1 0
3 12 2 3 1255 2 1 4 1 1 2 4 50 3 2 3 2 2 1 2 1
2 9 4 0 2171 5 2 2 4 1 4 2 22 3 1 1 3 2 1 1 1
1 18 4 9 1216 1 3 4 1 1 4 3 61 3 2 2 2 2 2 2 1
2 6 2 0 1289 1 5 2 4 1 2 2 41 3 3 3 3 1 2 1 1
2 10 2 0 2036 1 2 4 4 3 1 3 26 3 2 1 3 2 1 1 1
1 48 4 3 3756 4 5 4 3 1 4 2 38 1 2 1 3 1 2 1 1
3 24 3 2 2623 3 3 3 3 1 4 1 20 3 2 1 3 2 2 2 0
1 30 3 2 4112 5 4 4 1 1 4 1 23 3 1 1 3 2 1 1 0
1 36 4 2 9281 2 4 1 2 1 4 3 28 3 1 1 3 2 2 2 0
4 11 4 2 1346 4 5 2 4 1 4 4 36 3 2 2 2 2 1 2 1
2 6 4 2 1493 3 3 1 4 1 1 4 31 3 3 2 4 2 1 2 1
1 24 2 3 1962 4 3 2 1 1 2 4 20 3 3 2 4 2 1 1 0
2 6 2 6 652 1 5 4 3 1 3 3 55 3 3 1 2 2 1 1 1
1 48 3 1 3548 2 2 4 2 1 2 2 31 3 1 2 4 2 2 1 0
3 12 4 5 1364 1 5 3 2 1 4 1 32 3 2 2 3 2 1 1 1
2 36 2 0 4168 2 2 1 4 1 4 4 32 1 3 1 3 1 1 1 1
4 10 2 3 2136 5 3 1 4 1 1 2 25 3 1 1 2 1 1 2 1
1 12 2 0 1439 1 3 4 3 1 2 1 23 2 3 2 3 2 1 2 1
1 36 0 0 8448 1 3 3 4 1 2 4 48 3 1 1 3 2 2 2 1
1 18 4 3 2860 1 5 3 2 1 4 1 46 2 1 2 3 2 1 2 1
4 30 2 0 6007 3 3 4 4 1 4 3 31 3 2 1 4 1 1 2 0
1 6 4 0 2273 3 3 1 1 1 4 1 41 3 2 2 3 2 2 1 1
2 15 2 3 990 1 3 2 1 1 4 2 31 1 2 1 3 2 1 1 1
4 12 2 3 791 1 5 4 1 3 4 1 27 1 1 1 2 2 2 2 1
2 15 1 3 1334 1 2 3 1 1 4 4 28 3 3 1 3 2 1 2 1
1 8 2 2 1025 2 3 4 2 1 2 4 31 3 1 1 3 2 1 2 1
1 24 2 0 1239 2 3 4 3 1 4 3 28 3 1 1 3 2 1 2 1
1 12 2 5 877 1 4 2 2 1 1 4 23 3 3 1 3 2 1 1 1
2 18 4 2 1098 2 2 4 4 1 4 4 22 1 1 1 3 1 2 2 1
4 12 4 3 1449 2 3 2 3 1 3 1 35 3 1 2 3 1 2 2 1
3 12 2 0 2117 3 2 4 4 1 4 3 39 3 1 1 3 2 1 1 1
1 30 2 0 1006 2 5 4 3 1 2 4 36 3 2 1 2 2 2 2 1
1 10 3 2 1306 5 1 2 4 1 3 1 23 3 3 1 3 2 1 2 1
4 18 4 9 2207 3 3 4 4 1 4 4 34 3 3 1 3 2 1 2 1
1 29 4 3 3972 4 3 4 2 1 1 3 46 3 2 1 4 2 1 2 1
4 12 4 6 3029 4 3 1 3 1 2 4 25 1 2 1 3 1 1 2 1
1 12 0 3 908 1 5 4 1 1 2 1 41 3 2 2 2 2 1 1 1
1 9 4 6 1262 3 3 4 2 1 4 4 49 3 2 2 3 2 1 2 1
4 12 2 3 901 2 3 2 2 1 2 1 22 3 1 1 2 2 1 1 1
4 12 4 10 1940 3 5 2 4 1 4 1 52 1 3 2 4 2 1 1 0
3 30 2 9 2312 1 2 3 1 1 4 2 42 3 3 2 3 2 1 1 1
3 24 2 2 3061 5 4 3 4 1 3 1 26 1 3 1 3 2 1 2 0
4 15 4 0 1168 1 5 4 1 1 4 2 68 3 3 1 2 2 1 1 0
1 6 2 3 1502 1 2 4 4 1 1 2 24 3 1 1 3 2 1 1 1
4 18 4 1 1169 3 3 2 4 1 3 2 49 3 1 1 4 2 1 1 1
1 9 4 5 1154 2 3 2 1 1 4 1 66 3 2 1 2 2 2 1 1
4 36 4 9 3096 4 5 4 3 1 4 3 64 3 2 2 3 2 2 2 0
4 6 4 8 3385 5 4 2 1 3 2 3 40 3 2 1 2 2 1 1 1
2 12 4 2 753 2 2 4 2 1 3 2 34 3 1 2 2 2 1 1 1
1 12 4 3 1386 2 5 4 4 3 4 4 56 3 2 2 2 2 2 1 1
4 21 2 3 1546 5 5 2 2 1 2 2 30 1 1 1 3 2 2 1 1
1 15 2 2 2602 1 1 1 3 1 4 4 26 3 1 1 2 2 1 1 1
3 24 4 5 2023 3 5 2 3 1 2 2 53 3 2 1 3 2 1 1 1
3 12 1 3 1240 2 3 4 3 1 4 2 25 3 2 1 3 2 1 1 1
3 12 2 6 1988 2 5 2 2 1 4 2 61 3 2 2 2 2 1 1 1
1 12 2 9 683 2 1 4 1 1 4 4 39 3 2 3 2 2 2 2 1
1 12 2 3 896 3 5 4 2 1 1 1 23 2 3 1 3 2 1 2 1
3 12 4 3 653 3 4 4 2 1 3 2 24 3 2 1 3 2 2 1 1
3 24 4 0 2280 5 5 4 3 1 4 2 65 3 3 1 2 1 1 1 1
1 18 4 0 4808 1 5 2 3 2 4 4 75 1 3 3 4 1 2 1 0
4 24 2 2 1236 1 5 4 2 1 4 1 57 3 1 1 2 1 1 1 1
1 48 2 3 6161 2 4 2 1 1 4 4 58 3 2 1 3 2 1 1 0
2 24 2 3 3931 2 5 2 3 1 2 1 28 2 2 1 3 2 1 2 1
1 18 2 0 7728 4 2 1 2 2 4 4 23 3 3 1 4 2 1 2 1
1 30 2 1 2220 5 3 4 2 1 2 4 40 3 1 1 3 2 2 2 1
3 9 2 5 1236 5 3 4 2 1 4 3 42 3 2 1 3 2 2 2 1
2 18 4 1 6567 1 1 2 3 1 2 2 39 3 1 2 3 2 2 2 1
1 18 2 0 1344 4 5 3 1 1 3 3 31 3 3 1 3 2 1 2 0
3 24 4 9 2797 3 3 4 4 1 4 2 36 3 3 1 3 2 2 2 1
4 24 2 10 11560 3 4 3 3 1 2 3 30 3 1 1 4 2 2 1 1
1 6 2 3 628 2 1 4 2 1 2 2 27 3 2 1 1 2 1 1 0
3 18 2 6 3063 2 5 2 1 1 4 2 42 3 3 4 3 2 2 2 1
3 9 4 3 2026 1 3 2 4 1 1 1 24 1 2 1 3 2 2 1 1
1 20 4 1 3852 1 2 4 1 1 4 3 24 3 1 1 3 2 1 2 0
3 48 2 3 6882 1 5 4 1 1 2 2 32 3 3 1 3 2 1 2 0
4 12 4 0 1554 1 4 4 3 1 4 4 63 3 2 2 2 2 1 1 1
2 24 2 1 2814 3 4 1 1 1 4 2 22 3 3 1 3 2 1 1 1
3 24 4 9 4668 3 4 4 1 1 2 4 25 3 3 1 3 2 1 2 0
4 9 2 9 1166 4 2 1 1 1 4 2 23 3 2 1 3 2 1 2 1
1 18 2 2 2715 2 5 3 3 1 2 4 31 1 2 2 3 2 1 2 1
3 8 2 0 1206 3 2 4 4 2 1 4 24 1 2 2 2 1 1 2 1
1 18 2 3 885 2 4 4 4 1 3 4 25 3 1 1 2 2 1 2 0
3 30 4 1 3345 3 5 4 3 1 4 3 57 1 2 1 2 2 1 2 0
3 9 2 6 688 1 3 4 1 1 4 4 28 3 1 2 3 2 1 2 1
2 9 2 0 3577 5 2 2 4 1 1 1 26 3 2 2 3 2 1 1 0
4 10 2 0 6848 5 5 1 1 1 4 1 68 3 2 2 3 1 1 1 0
2 10 4 3 968 3 3 4 4 1 2 1 23 1 1 2 3 1 1 1 1
3 24 0 6 2177 5 4 4 3 1 2 3 33 1 3 1 3 2 2 1 0
1 42 3 9 5418 2 5 3 3 1 4 3 44 3 1 2 4 2 2 2 0
4 12 2 4 2387 1 3 3 3 1 4 1 57 3 2 1 3 2 2 1 1
3 30 2 0 2793 3 3 2 3 1 3 3 25 3 1 1 3 2 1 2 0
1 36 2 3 5846 5 4 3 3 1 2 3 24 3 1 1 3 2 1 2 1
1 41 2 0 3819 1 5 4 2 1 4 2 35 3 1 1 3 1 2 1 1
