Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.81,0.78,0.46,0.1
verw,0.9,0.79,0.5,0.01
sparkont,1.0,1.0,0.99,0.82
beszeit,0.96,0.94,0.82,0.23
rate,0.91,0.91,0.72,0.29
famges,1.0,1.0,0.98,0.73
buerge,0.3,0.38,0.12,0.06
wohnzeit,0.95,0.94,0.81,0.39
verm,1.0,1.0,0.99,0.8
weitkred,0.53,0.59,0.27,0.08
wohn,1.0,1.0,0.99,0.85
bishkred,0.67,0.61,0.34,0.03
beruf,0.72,0.7,0.4,0.02
pers,0.63,0.72,0.46,0.25
telef,0.97,0.98,0.94,0.69
gastarb,1.0,1.0,0.99,0.88
kredit,0.86,0.9,0.76,0.46
