Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.81
moral,0.8,0.77,0.44,0.08
verw,0.9,0.81,0.5,0.03
sparkont,1.0,0.99,0.98,0.69
beszeit,0.96,0.94,0.82,0.22
rate,0.91,0.91,0.72,0.3
famges,0.99,0.99,0.97,0.68
buerge,0.32,0.4,0.13,0.05
wohnzeit,0.94,0.93,0.79,0.36
verm,1.0,1.0,0.99,0.84
weitkred,0.53,0.59,0.28,0.08
wohn,1.0,1.0,0.99,0.81
bishkred,0.65,0.58,0.32,0.02
beruf,0.82,0.84,0.6,0.27
pers,0.62,0.7,0.45,0.24
telef,0.98,0.98,0.95,0.73
gastarb,0.98,0.99,0.97,0.78
kredit,0.84,0.88,0.73,0.43
