value,frequency,column
4,0.3975,laufkont
1,0.28375,laufkont
2,0.2625,laufkont
3,0.05625,laufkont
2,0.53125,moral
4,0.28625,moral
3,0.09,moral
1,0.05625,moral
0,0.03625,moral
3,0.26375,verw
0,0.23375,verw
2,0.18,verw
1,0.1125,verw
9,0.10125,verw
6,0.05125,verw
5,0.02,verw
10,0.015,verw
8,0.01125,verw
4,0.01125,verw
1,0.60625,sparkont
5,0.18125,sparkont
2,0.10375,sparkont
3,0.065,sparkont
4,0.04375,sparkont
3,0.32875,beszeit
5,0.255,beszeit
4,0.185,beszeit
2,0.17,beszeit
1,0.06125,beszeit
4,0.47125,rate
2,0.24,rate
3,0.1575,rate
1,0.13125,rate
3,0.56,famges
2,0.295,famges
4,0.08875,famges
1,0.05625,famges
1,0.905,buerge
3,0.05125,buerge
2,0.04375,buerge
4,0.41,wohnzeit
2,0.30375,wohnzeit
3,0.16125,wohnzeit
1,0.125,wohnzeit
3,0.33625,verm
1,0.28,verm
2,0.22375,verm
4,0.16,verm
3,0.8125,weitkred
1,0.1375,weitkred
2,0.05,weitkred
2,0.70875,wohn
1,0.18,wohn
3,0.11125,wohn
1,0.64125,bishkred
2,0.32375,bishkred
3,0.02875,bishkred
4,0.00625,bishkred
3,0.625,beruf
2,0.2025,beruf
4,0.1575,beruf
1,0.015,beruf
2,0.8325,pers
1,0.1675,pers
1,0.58125,telef
2,0.41875,telef
2,0.96375,gastarb
1,0.03625,gastarb
1,0.7025,kredit
0,0.2975,kredit
