Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.83
moral,0.8,0.76,0.45,0.07
verw,0.89,0.77,0.45,0.01
sparkont,1.0,1.0,1.0,0.85
beszeit,0.94,0.92,0.77,0.17
rate,0.9,0.91,0.7,0.27
famges,1.0,1.0,0.98,0.73
buerge,0.29,0.36,0.12,0.02
wohnzeit,0.92,0.91,0.73,0.26
verm,1.0,1.0,0.99,0.8
weitkred,0.48,0.53,0.23,0.05
wohn,1.0,1.0,0.99,0.84
bishkred,0.65,0.57,0.31,0.01
beruf,0.73,0.7,0.4,0.03
pers,0.47,0.57,0.31,0.16
telef,0.94,0.96,0.89,0.61
gastarb,0.99,1.0,0.99,0.85
kredit,0.83,0.87,0.71,0.41
