value,frequency,column
 Private,0.7372041941232542,work_class
 Self-emp-not-inc,0.08338513821542543,work_class
 Local-gov,0.06850677607857765,work_class
 State-gov,0.04260433503253347,work_class
 Self-emp-inc,0.03642919308715653,work_class
 Federal-gov,0.03141448050064238,work_class
 Without-pay,0.00045588296241037753,work_class
 HS-grad,0.3288988354262506,education
 Some-college,0.21869949023996021,education
 Bachelors,0.16830370094077665,education
 Masters,0.054705955489245305,education
 Assoc-voc,0.0422727837871441,education
 11th,0.03493721248290439,education
 Assoc-acdm,0.0333623440673049,education
 10th,0.027062870404906958,education
 7th-8th,0.018401094119109784,education
 Prof-school,0.017737991628331055,education
 9th,0.014919806042521447,education
 Doctorate,0.012391727796427535,education
 12th,0.012267396079406523,education
 5th-6th,0.010195200795722989,education
 1st-4th,0.004558829624103776,education
 Preschool,0.0012847610758837914,education
 Married-civ-spouse,0.46686559741390027,marital_status
 Never-married,0.3226822495752,marital_status
 Divorced,0.14049484023374362,marital_status
 Separated,0.030254051141779603,marital_status
 Widowed,0.027062870404906958,marital_status
 Married-spouse-absent,0.012018732645364499,marital_status
 Married-AF-spouse,0.0006216585851050603,marital_status
 Prof-specialty,0.1357287910812715,occupation
 Craft-repair,0.13270338596709355,occupation
 Exec-managerial,0.13129429317418873,occupation
 Adm-clerical,0.12279829251108625,occupation
 Sales,0.11956566786853993,occupation
 Other-service,0.10733971569480708,occupation
 Machine-op-inspct,0.06523270753035766,occupation
 Transport-moving,0.05217787724315139,occupation
 Handlers-cleaners,0.04463508641054333,occupation
 Farming-fishing,0.03211902689709478,occupation
 Tech-support,0.030419826764474283,occupation
 Protective-serv,0.02126072361059306,occupation
 Priv-house-serv,0.004393054001409093,occupation
 Armed-Forces,0.0003315512453893655,occupation
 Husband,0.4136930664345808,relationship
 Not-in-family,0.2568693273654109,relationship
 Own-child,0.14729164076422563,relationship
 Unmarried,0.1061792863359443,relationship
 Wife,0.04633428654316383,relationship
 Other-relative,0.02963239255667454,relationship
 White,0.8595880475776038,race
 Black,0.09349745119980107,race
 Asian-Pac-Islander,0.02963239255667454,race
 Amer-Indian-Eskimo,0.00965643002196527,race
 Other,0.007625678643955407,race
 Male,0.676820423556716,sex
 Female,0.323179576443284,sex
 United-States,0.9123461395001865,native_country
 Mexico,0.0199345186290356,native_country
 Philippines,0.006009366322682249,native_country
 Germany,0.0040200588503460566,native_country
 El-Salvador,0.0036885076049566912,native_country
 India,0.003439844170914667,native_country
 Canada,0.0033569563595673255,native_country
 Puerto-Rico,0.003315512453893655,native_country
 Cuba,0.0032326246425463134,native_country
 England,0.0030668490198516307,native_country
 Jamaica,0.0028181855858096065,native_country
 South,0.0025280782460939118,native_country
 Italy,0.002362302623399229,native_country
 China,0.002279414812051888,native_country
 Guatemala,0.002237970906378217,native_country
 Columbia,0.0019893074723361928,native_country
 Dominican-Republic,0.0019893074723361928,native_country
 Vietnam,0.0019893074723361928,native_country
 Japan,0.0019478635666625222,native_country
 Poland,0.0016163123212731567,native_country
 Taiwan,0.001450536698578474,native_country
 Iran,0.0014090927929048033,native_country
 Haiti,0.001326204981557462,native_country
 Portugal,0.001077541547515438,native_country
 Nicaragua,0.0009946537361680964,native_country
 Ecuador,0.0009532098304944258,native_country
 Peru,0.0009117659248207551,native_country
 Greece,0.0009117659248207551,native_country
 France,0.0009117659248207551,native_country
 Hong,0.0007459903021260724,native_country
 Ireland,0.0007459903021260724,native_country
 Trinadad&Tobago,0.000663102490778731,native_country
 Thailand,0.0005802146794313896,native_country
 Cambodia,0.0005802146794313896,native_country
 Laos,0.000538770773757719,native_country
 Outlying-US(Guam-USVI-etc),0.0004973268680840482,native_country
 Yugoslavia,0.0004973268680840482,native_country
 Hungary,0.0003729951510630362,native_country
 Scotland,0.0003729951510630362,native_country
 Honduras,0.0002901073397156948,native_country
 <=50K,0.7502175805047868,income
 >50K,0.24978241949521324,income
