Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.78,0.75,0.42,0.08
verw,0.9,0.78,0.47,0.0
sparkont,0.98,0.98,0.93,0.51
beszeit,0.95,0.93,0.78,0.18
rate,0.93,0.93,0.77,0.37
famges,0.97,0.97,0.91,0.52
buerge,0.32,0.4,0.14,0.06
wohnzeit,0.93,0.92,0.77,0.31
verm,1.0,1.0,0.99,0.81
weitkred,0.48,0.53,0.24,0.04
wohn,0.97,0.97,0.91,0.54
bishkred,0.64,0.57,0.31,0.01
beruf,0.7,0.69,0.37,0.03
pers,0.52,0.62,0.35,0.18
telef,0.94,0.96,0.9,0.62
gastarb,0.29,0.4,0.17,0.09
kredit,0.84,0.88,0.73,0.43
