value,frequency,column
4,0.38625,laufkont
1,0.27375,laufkont
2,0.27,laufkont
3,0.07,laufkont
2,0.5375,moral
4,0.29,moral
3,0.09,moral
1,0.0475,moral
0,0.035,moral
3,0.28125,verw
0,0.23375,verw
2,0.18625,verw
1,0.09875,verw
9,0.095,verw
6,0.045,verw
5,0.025,verw
4,0.0125,verw
10,0.0125,verw
8,0.01,verw
1,0.595,sparkont
5,0.18875,sparkont
2,0.09625,sparkont
3,0.06875,sparkont
4,0.05125,sparkont
3,0.335,beszeit
5,0.255,beszeit
2,0.17625,beszeit
4,0.17375,beszeit
1,0.06,beszeit
4,0.4825,rate
2,0.22625,rate
3,0.15125,rate
1,0.14,rate
3,0.55125,famges
2,0.305,famges
4,0.0975,famges
1,0.04625,famges
1,0.91,buerge
3,0.05125,buerge
2,0.03875,buerge
4,0.41875,wohnzeit
2,0.3025,wohnzeit
3,0.14875,wohnzeit
1,0.13,wohnzeit
3,0.33875,verm
1,0.275,verm
2,0.23375,verm
4,0.1525,verm
3,0.81,weitkred
1,0.135,weitkred
2,0.055,weitkred
2,0.72,wohn
1,0.175,wohn
3,0.105,wohn
1,0.6425,bishkred
2,0.31875,bishkred
3,0.0325,bishkred
4,0.00625,bishkred
3,0.62875,beruf
2,0.20125,beruf
4,0.15,beruf
1,0.02,beruf
2,0.83875,pers
1,0.16125,pers
1,0.58875,telef
2,0.41125,telef
2,0.96125,gastarb
1,0.03875,gastarb
1,0.69625,kredit
0,0.30375,kredit
