Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.9,0.42
moral,0.8,0.76,0.44,0.08
verw,0.9,0.8,0.51,0.0
sparkont,0.91,0.91,0.68,0.3
beszeit,0.95,0.93,0.8,0.19
rate,0.92,0.92,0.74,0.32
famges,0.9,0.9,0.7,0.27
buerge,0.32,0.4,0.13,0.06
wohnzeit,0.94,0.94,0.8,0.33
verm,0.99,0.99,0.96,0.67
weitkred,0.52,0.58,0.27,0.07
wohn,0.89,0.9,0.73,0.33
bishkred,0.67,0.61,0.34,0.03
beruf,0.72,0.7,0.4,0.02
pers,0.6,0.69,0.43,0.22
telef,0.97,0.98,0.95,0.72
gastarb,0.72,0.79,0.56,0.31
kredit,0.86,0.9,0.75,0.45
