Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.75
moral,0.81,0.77,0.45,0.08
verw,0.9,0.81,0.51,0.02
sparkont,1.0,1.0,0.99,0.8
beszeit,0.96,0.94,0.81,0.25
rate,0.92,0.92,0.74,0.32
famges,1.0,0.99,0.98,0.71
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.93,0.93,0.78,0.33
verm,1.0,1.0,0.99,0.83
weitkred,0.55,0.6,0.29,0.08
wohn,1.0,1.0,0.99,0.84
bishkred,0.67,0.59,0.34,0.03
beruf,0.74,0.73,0.42,0.04
pers,0.56,0.65,0.39,0.2
telef,0.98,0.98,0.96,0.75
gastarb,1.0,1.0,0.99,0.89
kredit,0.86,0.89,0.75,0.45
