30, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
57, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Iran, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, England, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, El-Salvador, <=50K
40, Private, HS-grad, Divorced, Transport-moving, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
55, Private, 7th-8th, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,0,0,50, El-Salvador, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Ecuador, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,11, Yugoslavia, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Dominican-Republic, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,15, Scotland, <=50K
41, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,25, Scotland, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,7687,0,35, Laos, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,30, Canada, >50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,63, Cuba, <=50K
59, Private, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,45, Philippines, <=50K
64, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,91, Vietnam, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, Columbia, >50K
42, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, >50K
23, Private, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
53, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,5077,0,40, Yugoslavia, <=50K
24, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Ecuador, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,25, Jamaica, <=50K
69, Self-emp-not-inc, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,2872,0,40, Trinadad&Tobago, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, China, >50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Dominican-Republic, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, Germany, <=50K
44, Private, Bachelors, Separated, Craft-repair, Husband, Black, Female,0,0,50, Canada, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,54, Canada, >50K
21, State-gov, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,25, Thailand, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,50, El-Salvador, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,45, Guatemala, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,54, Dominican-Republic, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, Nicaragua, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Female,0,0,38, Japan, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,30, Japan, <=50K
35, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Philippines, >50K
35, Local-gov, 9th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,50, England, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,6778,0,78, Honduras, >50K
64, Federal-gov, HS-grad, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,4, Mexico, <=50K
36, Private, Assoc-voc, Widowed, Priv-house-serv, Wife, Black, Male,0,0,40, Jamaica, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Honduras, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Cuba, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,69, Ecuador, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Hungary, >50K
26, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
19, State-gov, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,217,40, Cuba, >50K
23, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,25, Italy, <=50K
51, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,35, Jamaica, >50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,7, South, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,60, Thailand, <=50K
38, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Yugoslavia, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, >50K
55, Private, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,50, Greece, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
49, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,3875,0,65, Haiti, >50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Italy, <=50K
62, Private, 7th-8th, Widowed, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, France, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Husband, Other, Female,0,0,36, Germany, <=50K
28, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,20, Jamaica, <=50K
40, Private, 5th-6th, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,50, Columbia, <=50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,50, Ecuador, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, Scotland, >50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
49, Private, Some-college, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, >50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
59, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Thailand, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
59, Private, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Hong, >50K
28, Private, Preschool, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,16, Taiwan, <=50K
41, Local-gov, Doctorate, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Guatemala, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Thailand, >50K
67, Private, HS-grad, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, England, >50K
22, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Female,0,0,40, South, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, South, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Taiwan, >50K
22, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,20, Scotland, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1691,45, Germany, >50K
30, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, China, >50K
30, Federal-gov, 7th-8th, Divorced, Sales, Husband, Black, Male,2085,0,69, Ireland, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Other, Male,5283,0,50, Thailand, >50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1977,50, Poland, <=50K
33, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,15, Iran, <=50K
51, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,30, Thailand, >50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, France, <=50K
38, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Haiti, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Taiwan, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
22, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
47, Private, Assoc-voc, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,30, El-Salvador, <=50K
41, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, Greece, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,40, Taiwan, >50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Poland, >50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,32, Scotland, <=50K
64, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,2829,0,40, Peru, <=50K
32, Private, Assoc-acdm, Widowed, Other-service, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Taiwan, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,75, Portugal, <=50K
61, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
43, Local-gov, 9th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,45, Taiwan, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
47, State-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,11, Holand-Netherlands, <=50K
43, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, >50K
24, Private, Masters, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,45, Nicaragua, >50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,45, Italy, >50K
30, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,80, Hungary, >50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,32, Columbia, <=50K
23, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Haiti, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
