,type,this_epoch,total_epochs,batch_num,loss
1,epoch,1,1250,1,20198.55
3,epoch,2,1250,1,18774.826
5,epoch,3,1250,1,18492.105
7,epoch,4,1250,1,18061.15
9,epoch,5,1250,1,17506.557
11,epoch,6,1250,1,17126.762
13,epoch,7,1250,1,16700.629
15,epoch,8,1250,1,16027.525
17,epoch,9,1250,1,15089.033
19,epoch,10,1250,1,13896.631
21,epoch,11,1250,1,12597.255
23,epoch,12,1250,1,11382.951
25,epoch,13,1250,1,10199.15
27,epoch,14,1250,1,9162.217
29,epoch,15,1250,1,8395.014
31,epoch,16,1250,1,7951.0854
33,epoch,17,1250,1,7620.937
35,epoch,18,1250,1,7418.519
37,epoch,19,1250,1,7038.744
39,epoch,20,1250,1,6700.968
41,epoch,21,1250,1,6242.5293
43,epoch,22,1250,1,5852.725
45,epoch,23,1250,1,5385.3555
47,epoch,24,1250,1,5005.3965
49,epoch,25,1250,1,4618.2744
51,epoch,26,1250,1,4370.85
53,epoch,27,1250,1,4190.812
55,epoch,28,1250,1,4091.1943
57,epoch,29,1250,1,3941.5251
59,epoch,30,1250,1,3775.1536
61,epoch,31,1250,1,3606.9233
63,epoch,32,1250,1,3448.5527
65,epoch,33,1250,1,3263.9998
67,epoch,34,1250,1,3090.4521
69,epoch,35,1250,1,2953.7678
71,epoch,36,1250,1,2821.5852
73,epoch,37,1250,1,2685.7896
75,epoch,38,1250,1,2582.8794
77,epoch,39,1250,1,2492.2646
79,epoch,40,1250,1,2367.5137
81,epoch,41,1250,1,2268.7422
83,epoch,42,1250,1,2158.427
85,epoch,43,1250,1,2068.2854
87,epoch,44,1250,1,2019.8287
89,epoch,45,1250,1,1970.1558
91,epoch,46,1250,1,1947.1096
93,epoch,47,1250,1,1901.8986
95,epoch,48,1250,1,1856.2723
97,epoch,49,1250,1,1782.955
99,epoch,50,1250,1,1716.549
101,epoch,51,1250,1,1633.9946
103,epoch,52,1250,1,1571.4818
105,epoch,53,1250,1,1510.0446
107,epoch,54,1250,1,1461.1093
109,epoch,55,1250,1,1415.0118
111,epoch,56,1250,1,1376.0873
113,epoch,57,1250,1,1341.0922
115,epoch,58,1250,1,1309.37
117,epoch,59,1250,1,1293.3625
119,epoch,60,1250,1,1289.216
121,epoch,61,1250,1,1286.754
123,epoch,62,1250,1,1241.9183
125,epoch,63,1250,1,1149.4457
127,epoch,64,1250,1,1101.332
129,epoch,65,1250,1,1109.792
131,epoch,66,1250,1,1095.0626
133,epoch,67,1250,1,1029.9332
135,epoch,68,1250,1,983.4785
137,epoch,69,1250,1,988.2386
139,epoch,70,1250,1,979.1575
141,epoch,71,1250,1,932.7575
143,epoch,72,1250,1,907.05804
145,epoch,73,1250,1,903.65546
147,epoch,74,1250,1,884.3521
149,epoch,75,1250,1,859.35986
151,epoch,76,1250,1,844.0943
153,epoch,77,1250,1,831.43756
155,epoch,78,1250,1,817.32526
157,epoch,79,1250,1,806.19476
159,epoch,80,1250,1,795.5653
161,epoch,81,1250,1,782.2919
163,epoch,82,1250,1,772.0316
165,epoch,83,1250,1,769.019
167,epoch,84,1250,1,763.7268
169,epoch,85,1250,1,760.5872
171,epoch,86,1250,1,773.0021
173,epoch,87,1250,1,813.4331
175,epoch,88,1250,1,848.65393
177,epoch,89,1250,1,819.3984
179,epoch,90,1250,1,732.3416
181,epoch,91,1250,1,714.98346
183,epoch,92,1250,1,752.50635
185,epoch,93,1250,1,740.31323
187,epoch,94,1250,1,699.7845
189,epoch,95,1250,1,699.1224
191,epoch,96,1250,1,708.5166
193,epoch,97,1250,1,686.7199
195,epoch,98,1250,1,673.21185
197,epoch,99,1250,1,678.4154
199,epoch,100,1250,1,665.968
201,epoch,101,1250,1,654.8505
203,epoch,102,1250,1,657.9498
205,epoch,103,1250,1,646.80493
207,epoch,104,1250,1,636.8771
209,epoch,105,1250,1,643.96576
211,epoch,106,1250,1,636.1589
213,epoch,107,1250,1,619.2189
215,epoch,108,1250,1,623.72504
217,epoch,109,1250,1,627.1603
219,epoch,110,1250,1,612.6833
221,epoch,111,1250,1,606.44763
223,epoch,112,1250,1,611.1634
225,epoch,113,1250,1,606.25653
227,epoch,114,1250,1,597.41736
229,epoch,115,1250,1,598.1997
231,epoch,116,1250,1,596.5221
233,epoch,117,1250,1,589.052
235,epoch,118,1250,1,588.5628
237,epoch,119,1250,1,589.41864
239,epoch,120,1250,1,583.8421
241,epoch,121,1250,1,578.5737
243,epoch,122,1250,1,579.06586
245,epoch,123,1250,1,577.6137
247,epoch,124,1250,1,573.85364
249,epoch,125,1250,1,571.9165
251,epoch,126,1250,1,571.5864
253,epoch,127,1250,1,569.6398
255,epoch,128,1250,1,567.3709
257,epoch,129,1250,1,568.5135
259,epoch,130,1250,1,575.458
261,epoch,131,1250,1,586.27814
263,epoch,132,1250,1,613.2106
265,epoch,133,1250,1,660.59174
267,epoch,134,1250,1,715.64087
269,epoch,135,1250,1,715.5212
271,epoch,136,1250,1,626.4165
273,epoch,137,1250,1,555.36005
275,epoch,138,1250,1,587.3302
277,epoch,139,1250,1,639.36237
279,epoch,140,1250,1,614.555
281,epoch,141,1250,1,558.35406
283,epoch,142,1250,1,560.45404
285,epoch,143,1250,1,595.1618
287,epoch,144,1250,1,580.855
289,epoch,145,1250,1,543.27466
291,epoch,146,1250,1,555.685
293,epoch,147,1250,1,577.6317
295,epoch,148,1250,1,553.80164
297,epoch,149,1250,1,536.1191
299,epoch,150,1250,1,555.06036
301,epoch,151,1250,1,557.68945
303,epoch,152,1250,1,536.6103
305,epoch,153,1250,1,535.0767
307,epoch,154,1250,1,548.14
309,epoch,155,1250,1,542.08844
311,epoch,156,1250,1,528.5301
313,epoch,157,1250,1,533.8489
315,epoch,158,1250,1,540.1488
317,epoch,159,1250,1,530.43146
319,epoch,160,1250,1,525.79205
321,epoch,161,1250,1,531.7639
323,epoch,162,1250,1,532.90845
325,epoch,163,1250,1,529.9643
327,epoch,164,1250,1,533.62787
329,epoch,165,1250,1,545.91174
331,epoch,166,1250,1,569.00806
333,epoch,167,1250,1,606.8738
335,epoch,168,1250,1,667.53754
337,epoch,169,1250,1,716.1011
339,epoch,170,1250,1,669.5043
341,epoch,171,1250,1,554.5262
343,epoch,172,1250,1,526.67236
345,epoch,173,1250,1,596.2286
347,epoch,174,1250,1,616.63715
349,epoch,175,1250,1,550.8641
351,epoch,176,1250,1,519.8323
353,epoch,177,1250,1,562.7435
355,epoch,178,1250,1,570.03107
357,epoch,179,1250,1,525.40674
359,epoch,180,1250,1,525.5026
361,epoch,181,1250,1,550.4434
363,epoch,182,1250,1,533.03436
365,epoch,183,1250,1,516.2286
367,epoch,184,1250,1,530.6405
369,epoch,185,1250,1,530.0825
371,epoch,186,1250,1,514.659
373,epoch,187,1250,1,518.8354
375,epoch,188,1250,1,524.32056
377,epoch,189,1250,1,512.81165
379,epoch,190,1250,1,509.80713
381,epoch,191,1250,1,518.3803
383,epoch,192,1250,1,513.7323
385,epoch,193,1250,1,504.7322
387,epoch,194,1250,1,509.30023
389,epoch,195,1250,1,512.8741
391,epoch,196,1250,1,505.48758
393,epoch,197,1250,1,502.09695
395,epoch,198,1250,1,506.88965
397,epoch,199,1250,1,506.49844
399,epoch,200,1250,1,501.30154
401,epoch,201,1250,1,501.0658
403,epoch,202,1250,1,502.5567
405,epoch,203,1250,1,501.19952
407,epoch,204,1250,1,499.4631
409,epoch,205,1250,1,498.87744
411,epoch,206,1250,1,498.92062
413,epoch,207,1250,1,497.8649
415,epoch,208,1250,1,496.92725
417,epoch,209,1250,1,497.0654
419,epoch,210,1250,1,495.89688
421,epoch,211,1250,1,494.91727
423,epoch,212,1250,1,494.89612
425,epoch,213,1250,1,494.32455
427,epoch,214,1250,1,493.83887
429,epoch,215,1250,1,493.09363
431,epoch,216,1250,1,492.54886
433,epoch,217,1250,1,492.22635
435,epoch,218,1250,1,491.25015
437,epoch,219,1250,1,490.91217
439,epoch,220,1250,1,490.93317
441,epoch,221,1250,1,490.40253
443,epoch,222,1250,1,489.68402
445,epoch,223,1250,1,488.81647
447,epoch,224,1250,1,488.46835
449,epoch,225,1250,1,488.5261
451,epoch,226,1250,1,487.98682
453,epoch,227,1250,1,487.45062
455,epoch,228,1250,1,486.89676
457,epoch,229,1250,1,486.5076
459,epoch,230,1250,1,486.435
461,epoch,231,1250,1,485.7881
463,epoch,232,1250,1,485.35037
465,epoch,233,1250,1,484.74567
467,epoch,234,1250,1,484.38354
469,epoch,235,1250,1,484.186
471,epoch,236,1250,1,483.72546
473,epoch,237,1250,1,483.42374
475,epoch,238,1250,1,482.8868
477,epoch,239,1250,1,482.5591
479,epoch,240,1250,1,482.23486
481,epoch,241,1250,1,481.91623
483,epoch,242,1250,1,481.65195
485,epoch,243,1250,1,481.34692
487,epoch,244,1250,1,481.15646
489,epoch,245,1250,1,481.2188
491,epoch,246,1250,1,481.4984
493,epoch,247,1250,1,482.78027
495,epoch,248,1250,1,485.14093
497,epoch,249,1250,1,491.35367
499,epoch,250,1250,1,503.64462
501,epoch,251,1250,1,531.5507
503,epoch,252,1250,1,583.84283
505,epoch,253,1250,1,673.1181
507,epoch,254,1250,1,758.2839
509,epoch,255,1250,1,744.5586
511,epoch,256,1250,1,583.75604
513,epoch,257,1250,1,482.05212
515,epoch,258,1250,1,558.15216
517,epoch,259,1250,1,629.6549
519,epoch,260,1250,1,553.017
521,epoch,261,1250,1,482.5431
523,epoch,262,1250,1,541.677
525,epoch,263,1250,1,558.49243
527,epoch,264,1250,1,488.71957
529,epoch,265,1250,1,497.13663
531,epoch,266,1250,1,539.8997
533,epoch,267,1250,1,500.74643
535,epoch,268,1250,1,477.05972
537,epoch,269,1250,1,513.9143
539,epoch,270,1250,1,502.47076
541,epoch,271,1250,1,474.8325
543,epoch,272,1250,1,497.3451
545,epoch,273,1250,1,497.10266
547,epoch,274,1250,1,473.87518
549,epoch,275,1250,1,487.0108
551,epoch,276,1250,1,492.04907
553,epoch,277,1250,1,473.68518
555,epoch,278,1250,1,479.531
557,epoch,279,1250,1,486.4795
559,epoch,280,1250,1,473.84235
561,epoch,281,1250,1,475.053
563,epoch,282,1250,1,481.76965
565,epoch,283,1250,1,473.14816
567,epoch,284,1250,1,472.17392
569,epoch,285,1250,1,478.20447
571,epoch,286,1250,1,472.51392
573,epoch,287,1250,1,469.756
575,epoch,288,1250,1,474.34293
577,epoch,289,1250,1,471.7716
579,epoch,290,1250,1,468.65875
581,epoch,291,1250,1,471.6831
583,epoch,292,1250,1,470.83667
585,epoch,293,1250,1,467.2714
587,epoch,294,1250,1,468.94556
589,epoch,295,1250,1,469.62692
591,epoch,296,1250,1,466.76904
593,epoch,297,1250,1,467.1666
595,epoch,298,1250,1,468.15762
597,epoch,299,1250,1,466.14117
599,epoch,300,1250,1,465.35318
601,epoch,301,1250,1,466.4371
603,epoch,302,1250,1,465.60223
605,epoch,303,1250,1,464.37067
607,epoch,304,1250,1,464.95203
609,epoch,305,1250,1,464.76477
611,epoch,306,1250,1,463.58795
613,epoch,307,1250,1,463.31793
615,epoch,308,1250,1,463.55597
617,epoch,309,1250,1,462.98166
619,epoch,310,1250,1,462.2427
621,epoch,311,1250,1,462.4237
623,epoch,312,1250,1,462.24527
625,epoch,313,1250,1,461.59622
627,epoch,314,1250,1,461.27707
629,epoch,315,1250,1,461.6372
631,epoch,316,1250,1,461.5433
633,epoch,317,1250,1,462.0666
635,epoch,318,1250,1,463.59103
637,epoch,319,1250,1,467.61398
639,epoch,320,1250,1,475.12216
641,epoch,321,1250,1,492.6074
643,epoch,322,1250,1,526.42993
645,epoch,323,1250,1,590.285
