value,frequency,column
Male,0.5056726094003241,sex
Female,0.49432739059967584,sex
25 - 45,0.3579821717990275,age_cat
Less than 25,0.3243517017828201,age_cat
Greater than 45,0.31766612641815234,age_cat
Caucasian,0.17807941653160453,race
African-American,0.17260940032414912,race
Native American,0.16754457050243113,race
Hispanic,0.1612641815235008,race
Asian,0.16025121555915722,race
Other,0.16025121555915722,race
F,0.6389789303079416,c_charge_degree
M,0.3610210696920583,c_charge_degree
0,0.5174230145867099,is_recid
1,0.48257698541329014,is_recid
Low,0.5520664505672609,score_text
Medium,0.2427066450567261,score_text
High,0.20522690437601296,score_text
0,0.5478119935170178,two_year_recid
1,0.4521880064829822,two_year_recid
